"SITE_ID","VISIT_NO","OE_SCORE"
"FW08CA056",1,0.721814932
"FW08CA061",1,0.388262566
"FW08CA063",1,0.93567569
"FW08CA067",1,0.823388352
"FW08CA068",1,1.225734544
"FW08OR001",1,0.640071318
"FW08OR002",1,0.488966775
"FW08OR004",1,1.362135873
"FW08OR005",1,1.008872616
"FW08OR006",1,0.576417808
"FW08OR008",1,0.928140981
"FW08OR009",1,1.060363125
"FW08OR010",1,0.967995777
"FW08OR015",1,0.957369984
"FW08OR016",1,0.888218321
"FW08OR016",2,1.009712129
"FW08OR019",1,0.85382692
"FW08OR022",1,0.99382807
"FW08OR027",1,0.846296456
"FW08OR035",1,0.706579199
"FW08OR043",1,0.992348467
"FW08OR044",1,1.088286837
"FW08OR047",1,0.751411393
"FW08OR050",1,1.207979328
"FW08OR045",1,0.931975549
"FW08OR051",1,0.609322861
"FW08OR052",1,1.229713951
"FW08OR054",1,0.535533883
"FW08OR058",1,1.205469043
"FW08OR058",2,0.947154248
"FW08OR059",1,0.153606124
"FW08OR069",1,1.04481763
"FW08OR060",1,1.058638074
"FW08CO001",1,0.698524394
"FW08CO001",2,0.977934151
"FW08CO003",1,0.91692549
"FW08CO003",2,1.22256732
"FW08CO006",1,1.25448469
"FW08CO010",1,1.135601372
"FW08CO012",1,0.83800577
"FW08CO013",1,0.927201934
"FW08CO014",1,0.906979875
"FW08CO017",1,1.105243451
"FW08CO019",1,0.518250423
"FW08CO020",1,0.692696811
"FW08CO021",1,0.601489584
"FW08CO025",2,1.112122168
"FW08CO025",1,1.000909951
"FW08CO027",1,0.951203959
"FW08CO031",1,1.014944143
"FW08CO038",1,1.004988375
"FW08CO073",1,0.524505903
"FW08CO076",1,1.004583069
"FW08CO103",1,0.758014973
"FW08IL006",1,0.514926212
"FW08IL011",1,1.153480063
"FW08IL011",2,0.67286337
"FW08IL017",1,1.012284254
"FW08IL022",1,1.002673408
"FW08IL018",1,1.017778976
"FW08IL024",1,1.370935329
"FW08IL027",1,0.63805062
"FW08IL028",1,1.172274586
"FW08IL029",1,0.918013594
"FW08IL031",1,0.82406775
"FW08IL036",1,0.715746736
"FW08IL038",1,0.879487043
"FW08VT003",1,0.639672484
"FW08VT004",1,0.878356977
"FW08VT005",1,1.088368832
"FW08VT007",1,1.058867209
"FW08VT008",1,0.641424929
"FW08TX003",1,0.846088989
"FW08TX004",1,0.752165313
"FW08TX010",1,0.935954151
"FW08TX011",1,0.577367018
"FW08TX017",1,1.281656381
"FW08TX031",1,0.862730226
"FW08TX045",1,0.657227333
"FW08IN002",1,1.372209773
"FW08IN003",1,1.32771374
"FW08IN004",1,1.059532715
"FW08IN005",1,0.497361738
"FW08IN008",1,0.590878081
"FW08IN002",2,1.097767819
"FW08IN008",2,0.517018321
"FW08IN009",1,1.074072872
"FW08IN011",1,1.276654958
"FW08IN014",1,1.126389608
"FW08IN015",1,0.926597591
"FW08IN016",1,0.643255662
"FW08IN017",1,0.679788104
"FW08IN020",1,0.465834163
"FW08IN023",1,1.149954025
"FW08IN018",1,0.869600979
"FW08MI023",1,1.045914788
"FW08IN025",1,1.275217341
"FW08IN028",1,0.82567221
"FW08IN029",1,1.118143589
"FW08IN030",1,0.914439332
"FW08IN033",1,0.833252059
"FW08MI038",1,0.748205265
"FW08MI019",1,1.271374756
"FW08MI024",1,1.246674245
"FW08MI026",1,1.019658759
"FW08MI028",1,1.005766046
"FW08MI030",1,1.402598813
"FW08MI033",1,0.838373969
"FW08MI036",1,0.835713418
"FW08MI037",1,0.50764809
"FW08MI041",1,0.803822196
"FW08MI042",1,0.948494132
"FW08MI044",1,0.909134314
"FW08MI046",1,0.832907879
"FW08MI047",1,1.081376281
"FW08MI048",1,0.679082055
"FW08MI050",1,0.924513306
"FW08MI057",1,0.997213347
"FW08MI058",1,0.29076814
"FW08IA002",1,1.294459892
"FW08IA002",2,1.165013903
"FW08IA004",1,0.434956643
"FW08IA004",2,0.652434965
"FW08IA005",1,0.959781941
"FW08IA008",1,1.245319329
"FW08IA009",1,1.018820621
"FW08IA011",1,0.453425979
"FW08IA013",1,0.768003527
"FW08IA014",1,0.671053245
"FW08IA016",1,0.702301419
"FW08IA017",1,0.907715408
"FW08IA023",1,1.334772836
"FW08IA027",1,0.9343262
"FW08IA028",1,0.557006525
"FW08IA031",1,0.788998352
"FW08IA036",1,1.177783087
"FW08IA041",1,0.437970189
"FW08IA042",1,1.291635387
"FW08IA043",1,0.726086887
"FW08IA048",1,0.947404787
"FW08IA054",1,1.336576255
"FW08IA055",1,1.079028065
"FW08RIN9035",1,1.076290952
"FW08RIN9046",1,1.163124524
"FW08RMI9106",1,0.81535047
"FW08RMI9110",1,1.228318231
"FW08RMI9004",1,0.832403548
"FW08RMI9002",1,0.731043458
"FW08RMI9105",1,1.32700958
"FW08MI019",2,0.782384465
"FW08MN017",1,0.606875631
"FW08MN018",1,0.753236184
"FW08MN021",1,0.82685389
"FW08MN033",1,1.043177779
"FW08MI034",1,0.915703235
"FW08MN034",1,0.762314917
"FW08MN037",1,0.827220473
"FW08MN049",1,0.946319897
"FW08MN040",1,1.342142597
"FW08AR009",1,0.968250878
"FW08AR035",1,0.635190044
"FW08AR007",1,1.032288071
"FW08AR004",1,0.674871972
"FW08AR008",1,0.706750483
"FW08MN024",1,0.42126964
"FW08MN031",1,0.944678153
"FW08MN035",1,1.017108124
"FW08MN036",1,0.627167174
"FW08DE005",1,0.505200458
"FW08DE005",2,0.60624055
"FW08DE010",1,0.872202096
"FW08DE010",2,0.872202096
"FW08DE014",1,1.030930214
"FW08FL002",1,0.551080184
"FW08FL013",1,0.333706658
"FW08FL016",1,0.455014363
"FW08FL017",1,1.122520539
"FW08FL018",1,0.294649087
"FW08FL021",1,0.48775999
"FW08FL029",1,1.123364748
"FW08GA001",1,0.738307826
"FW08GA003",1,1.141296655
"FW08GA015",1,0.623288135
"FW08GA018",1,1.511069714
"FW08GA023",1,0.224843979
"FW08MN019",1,0.844170762
"FW08IA052",1,0.412437278
"FW08LA108",1,0.342806232
"FW08LA088",1,0
"FW08LA096",1,0.228438162
"FW08LA104",1,0
"FW08MS006",1,0.229039707
"FW08MS014",1,0.114219081
"FW08LA044",1,0.114252941
"FW08LA028",1,0
"FW08MD001",1,1.12735335
"FW08MD001",2,1.240088685
"FW08MD006",1,0.818616698
"FW08MD002",1,0.799657881
"FW08MD004",1,0.377639023
"FW08MD007",1,1.034210621
"FW08MD008",1,0.892448866
"FW08MD012",1,0.778569454
"FW08MD009",1,1.161099298
"FW08MD020",1,0.698225132
"FW08MD018",1,1.120884306
"FW08MD024",1,1.16785418
"FW08MD006",2,0.920943785
"FW08MD003",1,0.339799536
"FW08MD005",1,0.844855753
"FW08MD014",1,0.713290013
"FW08MT001",1,1.126637838
"FW08MT001",2,0.885215444
"FW08MT002",1,1.045495861
"FW08MT002",2,1.069653598
"FW08MT005",1,1.120254815
"FW08MT007",1,0.759827848
"FW08MT008",1,0.97487075
"FW08MT014",1,1.168198109
"FW08MT020",1,0.796425359
"FW08MT023",1,0.914752086
"FW08MT029",1,0.886154816
"FW08MT030",1,1.063147528
"FW08MT045",1,1.078879222
"FW08MT051",1,1.062765756
"FW08MT054",1,0.973411026
"FW08MT055",1,1.027326478
"FW08MT060",1,0.907970164
"FW08MT062",1,1.062910362
"FW08MT071",1,1.224306598
"FW08MT013",1,0.814991448
"FW08MT024",1,0.301121613
"FW08MT035",1,0.518294156
"FW08MT038",1,0.909673784
"FW08MT039",1,0.574994657
"FW08MT042",1,0.359756321
"FW08MT043",1,0.872915738
"FW08MT048",1,0.901257458
"FW08MT050",1,0.526004627
"FW08MT004",1,0.827139008
"FW08NJ002",1,0.467017257
"FW08NJ003",1,0.559721984
"FW08NJ008",1,0.410958435
"FW08NJ009",1,0.640906669
"FW08NJ015",1,0.253154953
"FW08NJ019",1,0.394995698
"FW08NJ021",1,0.334998289
"FW08NJ002",2,0.415126451
"FW08MT031",1,1.142218009
"FW08NH005",1,0.936398015
"FW08NH005",2,0.864367398
"FW08NH007",1,0.432929706
"FW08NH007",2,1.298789118
"FW08NH011",1,0.927913341
"FW08NH014",1,0.423431238
"FW08NH016",1,0.612776479
"FW08NH018",1,0.405394403
"FW08NH020",1,1.29284844
"FW08NH009",1,0.746005871
"FW08NH010",1,0.385988892
"FW08NH017",1,0.846205431
"FW08AR010",1,0.227661868
"FW08AR067",1,0.2159011
"FW08AR078",1,0.113982265
"FW08AR087",1,0.324004147
"FW08AR205",1,0.457074976
"FW08KY097",1,0.340403433
"FW08AR274",1,0.341852464
"FW08MO086",1,0.227343428
"FW08MO102",1,0.567397918
"FW08MO150",1,0.227184888
"FW08MS019",1,0.107750826
"FW08MS083",1,0
"FW08MS094",1,0
"FW08MO214",1,0.794828349
"FW08MS127",1,0
"FW08MS139",1,0.113982265
"FW08MS147",1,0.799881209
"FW08MS191",1,0.323650917
"FW08MS203",1,0
"FW08MS211",1,0.323563086
"FW08MS238",1,0.342806232
"FW08TN017",1,0.340487837
"FW08TN049",1,0
"FW08TN081",1,0.907836668
"FW08TN097",1,0
"FW08TN177",1,0.341492803
"FW08TN261",1,0.227901643
"FW08TN285",1,0.341805319
"FW08MA001",1,0.8237654
"FW08MA001",2,0.697032261
"FW08MA002",1,0.364680603
"FW08MA002",2,0.291744482
"FW08MA004",1,0.755082721
"FW08MA004",2,0.629235601
"FW08MA006",1,0.435556714
"FW08MA007",1,0.442812553
"FW08MA013",1,0.485935385
"FW08MA017",1,0.896823957
"FW08MA018",1,0.364719409
"FW08RNY9004",1,0.64455229
"FW08RNY9005",1,0.637867511
"FW08RNY9007",1,0.62826384
"FW08NY064",1,0.20009102
"FW08NY034",1,0.466698248
"FW08NY030",1,0.785213352
"FW08NY002",1,0.537493194
"FW08NY002",2,0.358328796
"FW08NY003",1,0.605296591
"FW08NY004",1,1.307340683
"FW08NY008",1,1.061522353
"FW08NY014",1,0.561637669
"FW08NY015",1,1.061036284
"FW08NY016",1,0.659425164
"FW08NY019",2,1.101283933
"FW08NY017",1,0.684018839
"FW08NY019",1,0.943957657
"FW08KY209",1,0.680783989
"FW08NY018",1,0.178916669
"FW08NY017",2,0.752420723
"FW08NY022",1,0.352639409
"FW08NY021",1,0.576734178
"FW08NY023",1,1.092518173
"FW08NY024",1,1.106392277
"FW08NY025",1,0.528086258
"FW08NY027",1,0.434937045
"FW08NY028",1,0.405735351
"FW08NY032",1,0.742225355
"FW08NY035",1,1.109100602
"FW08NY037",1,0.508357955
"FW08NY039",1,0.595083617
"FW08NY040",1,0.823604413
"FW08NY041",1,1.278362907
"FW08NY042",1,0.39195179
"FW08NY050",1,0.313319607
"FW08NY044",1,0.601334226
"FW08NY065",1,0.657954057
"FW08NY066",1,0.188198924
"FW08NY077",1,0.683678293
"FW08CT009",1,0.558035128
"FW08CT020",1,0.639954037
"FW08ME001",1,0.900371648
"FW08ME001",2,0.973548566
"FW08ME002",1,0.0953
"FW08ME002",2,1.143191391
"FW08ME003",1,0.56920462
"FW08ME004",1,0.987299508
"FW08ME005",1,0.501766607
"FW08ME005",2,0.390262917
"FW08ME006",1,0.918362628
"FW08ME007",1,1.074995504
"FW08ME008",1,0.632768628
"FW08ME009",1,0.899023202
"FW08ME010",1,1.14734007
"FW08ME011",1,1.134341676
"FW08ME013",1,0.393129331
"FW08ME016",1,1.321371212
"FW08ME017",1,1.069582973
"FW08ME018",1,0.398921869
"FW08ME020",1,0.827297034
"FW08ME013",2,0.943510394
"FW08ME021",1,0.866539409
"FW08ME022",1,0.729786387
"FW08ME027",1,0.87173559
"FW08ME026",1,0.675618787
"FW08SD004",1,0.101552778
"FW08SD005",2,0.791322471
"FW08SD005",1,0.904368538
"FW08SD009",1,0.84893101
"FW08SD010",1,0.574392678
"FW08SD012",1,0
"FW08SD016",1,0.663910337
"FW08SD020",1,0.888001457
"FW08SD021",1,0.819511705
"FW08SD022",1,0.838498532
"FW08SD025",1,0.963063215
"FW08SD027",1,1.22161671
"FW08SD029",1,0.833223389
"FW08SD039",1,1.330837994
"FW08SD023",1,0.852582892
"FW08SD019",1,0.237484818
"FW08SD043",1,0.938854965
"FW08SD041",1,0.660662469
"FW08SD046",1,1.18371711
"FW08SD049",1,1.012440328
"FW08SD052",1,0.576654057
"FW08SD054",1,0.633193718
"FW08SD058",1,0.499710379
"FW08PA035",1,0.479190685
"FW08SD071",1,0.544727765
"FW08SD061",1,0.948800036
"FW08SD057",1,1.131814976
"FW08CA001",2,1.002442643
"FW08CA004",1,0.471210058
"FW08CA004",2,0.235605029
"FW08CA006",1,0.935550125
"FW08CA007",1,0.996056828
"FW08CA010",1,0.911059761
"FW08CA011",1,0.850769756
"FW08CA012",1,0.901044788
"FW08CA013",1,0.982043067
"FW08CA016",1,0.991475078
"FW08CA017",1,0.298211512
"FW08CA075",1,1.074343981
"FW08ND026",1,1.035930415
"FW08ND049",2,0.883491375
"FW08ND043",2,0.655548793
"FW08ND007",1,1.024787607
"FW08RND9033",1,1.209870763
"FW08RND9138",1,1.390367998
"FW08RND010458",1,1.18900456
"FW08RND010456",1,1.006499289
"FW08RND010460",1,0.992043058
"FW08ND001",1,0.994130086
"FW08ND003",1,1.043281888
"FW08ND004",1,1.191192516
"FW08ND005",1,1.107838467
"FW08ND005",2,0.765695396
"FW08ND006",1,0.630604483
"FW08ND006",2,1.471410461
"FW08ND010",1,1.034882057
"FW08ND012",1,1.03900598
"FW08ND013",1,0.781557606
"FW08ND015",1,1.198043628
"FW08ND017",1,0.94076691
"FW08ND029",1,0.473068754
"FW08ND031",1,0.683549818
"FW08ND021",1,0.71869243
"FW08ND032",1,0.662754761
"FW08ND033",1,1.008652824
"FW08ND034",1,0.988472928
"FW08ND035",1,0.53747494
"FW08ND036",1,0.69787943
"FW08ND039",1,0.600966448
"FW08ND040",1,1.006321018
"FW08ND028",1,1.48198116
"FW08ND022",1,0.991052251
"FW08ND024",1,0.836846232
"FW08ND027",1,0.359292587
"FW08ND043",1,0.764806925
"FW08ND044",1,0.686373364
"FW08ND049",1,0.883491375
"FW08ND052",1,1.195479488
"FW08ND055",1,0.471424845
"FW08ND056",1,1.163410885
"FW08ND057",1,0.94607998
"FW08ND060",1,1.233425097
"FW08ND061",1,0.828896159
"FW08ND063",1,0.790953058
"FW08NE021",1,0.115545339
"FW08NE037",1,1.053674029
"FW08NE001",1,0.448792304
"FW08NE010",1,0.923069216
"FW08NE012",1,0.434874647
"FW08NE013",1,0.378071959
"FW08NE014",1,0.733054651
"FW08NE017",1,0.110748569
"FW08NE027",1,0.207196254
"FW08NE024",1,0.212608066
"FW08NE026",1,0
"FW08NE030",1,0.122777193
"FW08NE040",1,0.652428909
"FW08NE045",1,0.612552453
"FW08NE056",1,0.153037228
"FW08NE060",1,1.009184701
"FW08NM001",1,0.845131372
"FW08NM002",1,0.805855491
"FW08NM003",1,0.969805639
"FW08NM012",1,1.293118567
"FW08NM013",1,0.488483868
"FW08NM025",1,1.150993379
"FW08NM061",1,1.292194438
"FW08NM064",1,0.965750158
"FW08NM069",1,1.125501487
"FW08NM070",1,0.138805602
"FW08RNM9001",1,0.968149685
"FW08RNM9002",1,1.171779073
"FW08RNM9004",1,1.023123241
"FW08RNM9030",1,0.846602873
"FW08RNM9049",1,0.686461062
"FW08RNM9060",1,1.072736268
"FW08RNM9081",1,1.262538476
"FW08WI021",1,0.422345258
"FW08WI021",2,0.506814309
"FW08WI029",1,0.713717418
"FW08WI030",1,0.461575599
"FW08WI033",1,0.762933675
"FW08WI053",1,0.624158909
"FW08WI034",1,1.036066573
"FW08RWI9225",1,0.910742454
"FW08WI031",1,1.134688455
"FW08WI022",1,1.196186921
"FW08WI049",1,0.445553314
"FW08WI050",1,1.154823077
"FW08RWI9226",1,0.456422646
"FW08WI036",1,0.993132453
"FW08WI040",1,0.847667331
"FW08WI041",1,0.523256252
"FW08WI044",1,0.761934375
"FW08WI046",1,0.599614348
"FW08WI051",1,1.0883444
"FW08WI055",1,0.766070522
"FW08WI048",1,1.065481484
"FW08RIL2CA08",1,0.784069356
"FW08RIL2DJE02",1,1.256347866
"FW08RIL9002",1,0.816615655
"FW08RIL2ICE01",1,1.109199976
"FW08KS008",1,0.860671853
"FW08KS021",1,0.818090559
"FW08KS022",1,0.586217807
"FW08RIL2AK07",1,0.431159319
"FW08KS018",1,1.364979623
"FW08KS038",1,1.400428894
"FW08KS040",1,1.218788234
"FW08KS042",1,0.603419069
"FW08KS043",1,1.195127885
"FW08WY008",1,0.984343245
"FW08WY011",1,0.75236913
"FW08WY013",1,0.450357237
"FW08WY014",1,0.487902788
"FW08WY020",1,0.139356935
"FW08WY026",1,1.075397758
"FW08WY030",1,1.092657369
"FW08WY031",1,0.85758155
"FW08WY032",1,0.800303543
"FW08WY034",1,0.699347959
"FW08WY038",1,0.594359329
"FW08WY042",1,0.709372168
"FW08WY050",1,0.929336502
"FW08WY043",1,1.432701523
"FW08WY046",1,1.020281387
"FW08WY051",1,1.095895581
"FW08WY055",1,0.792281866
"FW08WY058",1,1.191427909
"FW08WY061",1,1.25091001
"FW08UT022",1,1.001058593
"FW08UT054",1,1.085406706
"FW08UT001",1,0.223263524
"FW08UT001",2,0.334895286
"FW08UT003",1,1.135211764
"FW08UT005",1,0.757826914
"FW08UT007",1,0.72293205
"FW08UT008",1,1.153012353
"FW08UT009",1,1.264287962
"FW08UT010",1,1.000560226
"FW08UT011",1,0.807145723
"FW08UT012",1,0.558576553
"FW08UT013",1,1.340005564
"FW08UT021",1,0.641462475
"FW08UT026",1,1.108650595
"FW08UT028",1,1.291019204
"FW08UT032",1,1.29323779
"FW08UT051",1,0.511229576
"FW08UT053",1,0.839364663
"FW08UT041",1,0.336388081
"FW08UT059",1,0.851302621
"FW08UT067",1,0.739007098
"FW08UT080",1,0.995472175
"FW08UT099",1,0.711424544
"FW08NM002",2,0.604391618
"FW08ND079",1,0.236318152
"FW08OH038",1,0.710974508
"FW08VA007",1,1.14801679
"FW08VA022",1,1.176876229
"FW08VA026",1,0.392374541
"FW08VA026",2,0.392374541
"FW08VA001",1,0.755763833
"FW08VA001",2,0.755763833
"FW08VA005",1,0.974108032
"FW08VA006",1,0.797324359
"FW08VA008",1,0.528709156
"FW08VA018",1,1.132474445
"FW08VA030",1,0.796538534
"FW08VA034",1,1.221325317
"FW08VA037",1,1.126443308
"FW08VA042",1,0.731811927
"FW08VA014",1,1.255394162
"FW08VA010",1,0.868639342
"FW08TX001",1,0.813668132
"FW08TX002",1,0.86671426
"FW08TX013",1,0.503376732
"FW08TX014",1,1.034598995
"FW08TX047",1,0.271437205
"FW08TX088",1,0.417929601
"FW08TX019",1,0.663168777
"FW08TX025",1,0.531558499
"FW08TX032",1,1.216572925
"FW08VT001",1,1.149559157
"FW08VT002",1,1.024787366
"FW08VT006",1,0.715796735
"FW08VT006",2,1.022566765
"FW08VT009",1,0.917958864
"FW08VT011",1,0.583404817
"FW08VT011",2,1.000122543
"FW08VT013",1,1.027527615
"FW08VT014",1,1.174637965
"FW08VT016",1,0.867233661
"FW08VT018",1,0.261884777
"FW08VT022",1,0.827326738
"FW08VT010",1,0.971468995
"FW08WA007",1,1.143584964
"FW08WA009",1,0.839958894
"FW08WA046",1,1.287710272
"FW08WA032",1,0.710046223
"FW08LA006",1,0.983360749
"FW08LA011",2,0.980911503
"FW08LA013",1,0.572665514
"FW08LA014",1,0.986887807
"FW08LA017",1,0.594024848
"FW08LA018",1,0.861788785
"FW08LA022",1,0.0905
"FW08LA029",1,0.286301177
"FW08LA030",1,0.537198661
"FW08LA032",1,0.943554328
"FW08LA033",1,0.198008283
"FW08LA037",1,0.858087783
"FW08LA045",1,0.826120749
"FW08RLA900",1,0.839101649
"FW08NM001",2,0.751227887
"FW08PA001",1,1.105563641
"FW08PA001",2,1.052917754
"FW08PA005",1,1.159945556
"FW08PA018",1,0.737727122
"FW08PA023",1,1.253778547
"FW08PA029",1,0.944297645
"FW08PA037",1,0.867716631
"FW08PA039",1,1.08349131
"FW08ROH9019",1,1.012257656
"FW08OH003",1,0.698338992
"FW08OH004",1,1.246495585
"FW08OH005",1,0.853238023
"FW08OH012",2,0.639925111
"FW08OH017",1,0.730488294
"FW08OH007",1,0.408633947
"FW08OH028",1,1.07755346
"FW08OH012",1,0.924336271
"FW08OH017",2,0.803537123
"FW08OH018",1,1.022136268
"FW08OH019",1,1.333334787
"FW08OH021",1,0.448271166
"FW08OH023",1,0.943325049
"FW08OH024",1,1.375294788
"FW08OH027",1,0.510984405
"FW08OH031",1,1.190098479
"FW08OH033",1,0.958795722
"FW08OH035",1,0.87439477
"FW08OH032",1,1.072530923
"FW08TN005",1,0.924496977
"FW08TN002",1,0.791224055
"FW08TN002",2,0.791224055
"FW08TN004",1,0.559469701
"FW08TN004",2,0.671363641
"FW08TN006",1,1.087389524
"FW08TN007",1,0.840138402
"FW08TN010",1,0.497127545
"FW08TN010",2,0.579982136
"FW08TN011",1,0.637311823
"FW08TN011",2,0.716975801
"FW08TN013",1,0.63983862
"FW08TN014",1,0.378506489
"FW08TN015",1,0.658538741
"FW08TN018",1,0.336476661
"FW08TN019",1,0.247665048
"FW08TN024",1,0.915399145
"FW08TN025",1,0.706891406
"FW08TN027",1,0.93981073
"FW08TN029",1,0.753045596
"FW08TN030",1,0.529897385
"FW08TN031",1,1.037626177
"FW08TN035",1,0.740415924
"FW08WY006",1,0.966069118
"FW08WA005",1,1.190772177
"FW08WA020",1,1.021407218
"FW08WA028",1,1.043897618
"FW08WA035",1,1.199187967
"FW08LA036",1,0.229039707
"FW08LA051",1,0.114519854
"FW08LA052",1,0.114519854
"FW08LA067",1,0.229039707
"FW08LA068",1,0.114519854
"FW08LA070",1,0.572452578
"FW08LA131",1,0.229039707
"FW08LA134",1,0.343471547
"FW08LA151",1,0.458079414
"FW08LA180",1,0.343559561
"FW08LA182",1,0.343471547
"FW08LA195",1,0.114519854
"FW08LA198",1,0.228981031
"FW08LA227",1,0.114519854
"FW08LA228",1,0.229039707
"FW08LA167",1,0.114519854
"FW08WV006",1,0.536913046
"FW08WV005",1,0.832653674
"FW08WV008",1,0.725062348
"FW08WV008",2,0.580049879
"FW08WV009",1,0.51877407
"FW08WV013",1,0.522866528
"FW08WV014",1,0.148879141
"FW08WV022",1,0.495307356
"FW08WV027",1,0.361304868
"FW08WV023",1,0.442332014
"FW08WV029",1,0.360553762
"FW08WV033",1,0.738392621
"FW08ME019",1,0.336057756
"FW08FL025",1,0.65493849
"FW08MO001",1,1.292868859
"FW08MO004",1,0.699620486
"FW08MO005",1,1.172873997
"FW08MO006",1,0.852462665
"FW08MO007",1,1.134634447
"FW08MO011",1,0.905734985
"FW08MO012",1,0.945230337
"FW08MO023",1,0.510048569
"FW08MO026",1,1.119690899
"FW08MO035",1,0.429264807
"FW08MO036",1,1.077007231
"FW08MO044",1,0.688466385
"FW08AZ008",1,0.727366628
"FW08AZ044",1,1.002879223
"FW08AZ090",1,0.368667759
"FW08AZ107",1,1.092475323
"FW08AZ134",1,1.098857707
"FW08AZ139",1,1.105310818
"FW08RIA9038",1,1.190967927
"FW08RIA9060",1,0.949796519
"FW08RIA9037",1,0.722248745
"FW08RKS9002",1,1.271243208
"FW08RKS9003",1,0.894410911
"FW08RKS9888",1,0.77861902
"FW08RKS9999",1,0.917748854
"FW08RMO9003",1,0.770728437
"FW08RMO9006",1,0.838672887
"FW08RNE9010",1,0.459415275
"FW08RNE9011",1,0.499527796
"FW08RNE9999",1,0.433279432
"FW08RNE9024",1,0.861875612
"FW08RNE9022",1,0.938367885
"FW08ND081",1,1.120257473
"FW08RKS9777",1,0.527908356
"FW08ID003",1,1.17709445
"FW08ID003",2,1.373276858
"FW08ID004",1,0.759646977
"FW08ID004",2,0.828705793
"FW08ID005",1,0.852084252
"FW08ID006",1,1.091703884
"FW08ID007",1,1.288163394
"FW08ID024",1,0.863162445
"FW08ID036",1,1.015838108
"FW08ID044",1,0.919862429
"FW08ID053",1,0.624348552
"FW08ID008",1,0.812574857
"FW08ID034",1,0.934622103
"FW08ID057",1,0.792095601
"FW08ID061",1,1.057607055
"FW08RMT9013",1,0.71196376
"FW08MT059",1,0.592841333
"FW08ND118",1,0.967092758
"FW08MT012",1,1.293415961
"FW08AZ194",1,0.559877828
"FW08AZ008",2,0.6364458
"FW08AZ019",1,0.092951411
"FW08ND142",1,0.777740244
"FW08ND064",1,1.160196682
"FW08CO015",1,1.00990511
"FW08MS013",1,1.000027445
"FW08MS008",1,0.589351692
"FW08MS009",1,0.0917
"FW08MS020",1,0.911989119
"FW08AZ019",2,0.185902823
"FW08AZ022",1,1.140138112
"FW08AZ075",1,1.220599239
"FW08AZ171",1,1.331510117
"FW08AL011",1,0.641939151
"FW08AL012",1,0.517248855
"FW08AL028",1,0.147978045
