"SITE_ID","VISIT_NO","DATE_COL","YEAR","STATE","AG_ECO9","LAT_DD83","LON_DD83","STRAH_ORD","MMI_BENT","OE_SCORE_OLD","OE_SCORE","AMMONIA_N_RESULT","ANC_RESULT","CHLORIDE_RESULT","COLOR_RESULT","COND_RESULT","DOC_RESULT","MAGNESIUM_RESULT","SODIUM_RESULT","POTASSIUM_RESULT","NTL_RESULT","PTL_RESULT","SULFATE_RESULT","TSS_RESULT","TURB_RESULT","PROTOCOL","XDEPTH_CM","SDDEPTH_CM","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","REALM","W1H_CROP","XSLOPE_use","XWIDTH_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","QLow_cl","LQLow_cl","LOE_QLow_cl","LOE_Qbkf_cl","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","WQII","H2O_dD","H2O_d18O","d.excess","AG_ECO5","MAST_SY","MSST_SY","MWST_SY","PSUMPY_SY_PT","PSUMPY_SY_WS","TMEAN_PWSY_PT","TMEAN_PWSY_WS","TMEAN_WSY_PT","TMEAN_WSY_WS","TMEAN_SSY_PT","TMEAN_SSY_WS","TMEAN_SY_PT","TMEAN_SY_WS","PMAXWs","PMINWs","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","BFIWs","ElevWs","PermWs","RunoffWs","WDMAX_PT","WDMIN_PT","WDSUM_PT","PCTOW_WS","PCTICE_WS","PCTURBOP_WS","PCTURBLO_WS","PCTURBMD_WS","PCTURBHI_WS","PCTDECID_WS","PCTCONIF_WS","PCTMXFST_WS","PCTSHRB_WS","PCTGRS_WS","PCTHAY_WS","PCTCROP_WS","PCTWDWET_WS","PCTHBWET_WS","PCTOW_WsRp100","PCTICE_WsRp100","PCTURBOP_WsRp100","PCTURBLO_WsRp100","PCTURBMD_WsRp100","PCTURBHI_WsRp100","PCTDECID_WsRp100","PCTCONIF_WsRp100","PCTMXFST_WsRp100","PCTSHRB_WsRp100","PCTGRS_WsRp100","PCTHAY_WsRp100","PCTCROP_WsRp100","PCTWDWET_WsRp100","PCTHBWET_WsRp100","PCTIMP_WS","PCTIMP_WsRp100"
"OKRM-1004",1,2013-08-13,"2013","OK:TX","CPL",33.87907,-95.91292,7,50.28,0.906385141,0.906385141,0.008,2551.15,298.738,2,1643,3.81,32.6,219.6,6.173,0.626,95,220.611,34.2,6.6,"BOATABLE",83.5,41.49662272,100.64,18.86715709,162.5,0.890909091,1.745454545,NA,3900.969226,-0.460409377,NA,0,100,NA,0.331922212,-0.792331589,-1.038463774,0,100,22.59539772,NA,0,0.027272727,0.009090909,0.05,0.001322273,9.625668449,NA,0.039772727,0.123863636,0.121590909,0.452272727,0.375701808,0.303522727,0.063829787,0.068181818,0.068181818,0.068181818,0,"BOATABLE",0,0.020428592,122.3636364,"1 Low","Good",-0.114413774,"Poor",-0.238559011,"Poor",-0.65136875,81.26344597,1.909895235,6.169456281,0.790246891,-1.328333635,-0.905162713,"S",0,0,6.628571429,10,10,10,10,10,70.79,-4.97,-0.39,-1.85,"Coastal Plains",16.80802456,26.1037778,8.404218546,762.7272949,505.828494,8.175234795,5.506261106,7.742938042,5.246573719,27.67659378,27.07228307,16.7575779,15.56959672,0,0,732.0517883,23.10512592,16.06835624,-3.158742907,21.73064709,564.2386477,4.176240874,58.11546441,8,5,72,0.877965837,0,2.3458406,0.827788517,0.475710683,0.147055688,5.334684259,0.936426801,0.493244469,24.21796985,37.97463658,2.473535164,22.73950605,0.257147183,0.461629787,0.522038147,0,1.747417137,0.515225439,0.253632867,0.059667001,12.07206382,1.243515419,1.673770614,32.62835795,33.42408219,1.691745385,10.57991152,1.158368122,0.643111891,0.836674559,0.482128844
"OKRM-1006",1,2013-07-16,"2013","OK","SPL",36.58577,-97.0339,8,4.65,0.725588442,0.725588442,0.009,2883.01,164.911,8,1015,3.53,14.5,128,6.122,1.016,176,101.428,2.5,2.19,"BOATABLE",57.9,20.11557515,64.06,13.37585234,286.0909091,1,3,NA,3640.009766,-0.425314188,NA,1.01010101,97.97979798,NA,0.569048154,-0.994362341,-1.306797966,0,100,23.10164481,NA,0,0.009090909,0.097727273,0.218181818,0.009021818,5.882352941,NA,0.155681818,0.110227273,0.719318182,1.151136364,0.395288254,0.618011364,0.346537241,0.530309091,0,0.530309091,0,"BOATABLE",0,0.037920443,123.9090909,"2 Medi","Medi",-1.088001046,"Good",0.082244967,"Good",-0.130424016,194.0979332,2.288020911,3.530179221,0.547796754,-0.142078653,0.540946581,"S",9.627578611,10,7.306122449,7.744680851,10,10,10,10,93.35,-19.28,-2.74,2.67,"Great Plains",15.6419912,23.86314227,4.154167275,453.6257629,312.3614019,3.810908079,-0.015463836,3.299488544,-0.32274017,26.01187325,23.50543584,13.97472,10.97846088,0,0,567.5622617,19.10259828,11.48809895,-8.432409456,31.99404906,1178.49713,7.06218929,50.53534376,8,3,68,0.524911907,0.018292025,2.201824058,0.909463896,0.463314438,0.150290238,1.421378609,6.164395086,0.160414877,8.924498803,45.42541,0.912410159,31.19350141,0.562905098,0.73244153,0.319741117,0.002672154,2.201365725,0.964026643,0.381097163,0.101127861,3.911342066,5.509200843,0.211142516,9.015735083,48.90564233,0.990254212,22.91071538,2.467955438,1.936464925,0.874379686,0.819392679
"OKRM-1008",1,2013-07-08,"2013","OK","SAP",34.22702,-95.49317,6,7.17,0.189266378,0.189266378,0.007,353.67,3.257,25,61.4,4.73,1.897,4.41,1.63,0.461,73,5.158,3.9,15.86,"BOATABLE",431.6,100.7017799,317.5,87.56806442,81.81818182,0.818181818,2.627272727,NA,3231.448103,2.102059991,NA,0,0,NA,0.964063853,1.137996139,0.75386586,0,100,20.28917155,NA,0,0,0.031818182,0.113636364,0.004177727,59.89304813,NA,0.293181818,0.028571429,0.932954545,1.475,0.787334304,0.76375,0,0,0,0,0,"BOATABLE",0,0.031620553,79.81818182,"1 Low","Good",0.31248586,"Good",0.144746454,"Good",0.020848275,399.9387277,2.601993461,240.7437148,2.381554958,1.148465779,0.626624171,"R",9.823815556,10,0,5.660377358,0,10,10,10,69.36,-17.26,-2.93,6.15,"Appalachians",16.14179739,27.1812325,7.701982646,838.9190674,954.6493144,7.375217915,6.404475248,6.955964565,5.935208185,27.18514442,26.42317795,16.16845703,15.36856746,0,0,1301.926893,22.59115371,16.32657777,-1.385792317,15.63862871,263.3073541,4.532036565,480.6503703,9,5,79,1.845819948,0,1.841614058,0.493614057,0.174335365,0.02380878,19.70159334,27.6157499,22.30016919,5.451423571,4.70179134,14.24935811,0.000688684,1.452384776,0.125242054,0.601645992,0,1.492796644,0.346157517,0.116242362,0.014193804,24.65953224,22.55077344,24.46816061,3.79916746,3.447503726,13.91127404,0.002569568,4.254103355,0.31483326,0.384060956,0.274367458
"OKRO-1086",1,2013-08-12,"2013","OK","CPL",34.19471,-95.84755,6,52.18,0.911090589,0.911090589,0.006,1191.3,15.259,26,201,7.56,6.171,14.5,3.331,0.916,93,14.702,20.4,22.99,"BOATABLE",181.5,70.38673831,42.16,75.61405767,23.53636364,0.163636364,3,NA,1059.306316,-0.476914527,NA,1,100,NA,0.464977702,-0.941892229,-1.103194839,0,100,41.66063783,NA,0,0.004545455,0.045454545,0.331818182,0.007414091,29.14438503,NA,0.085227273,0.178571429,0.644318182,0.986363636,0.581905647,0.543863636,0,0,0,0,0,"BOATABLE",0,0.035264661,22.30909091,"1 Low","Good",-0.179144839,"Good",0.001374329,"Good",0.10427516,7.221040805,0.858599799,5.210458471,0.716875939,0.060010911,-0.858082476,"S",1.000174662,0.340265174,6.857142857,5.677419355,0,10,10,10,54.84,-11.32,-1.54,0.98,"Coastal Plains",16.48375443,27.33422631,8.374962079,773.5946655,849.8499252,7.406057835,6.419175225,6.958877087,6.016917287,27.21319771,26.87681031,16.1826458,15.55582343,0,0,1122.69771,22.84586578,16.51188419,-1.584284108,18.7737142,218.8048945,4.715515586,304.4200324,8,5,72,1.744189421,0,2.145587901,0.696123939,0.395258366,0.132516484,41.3722696,5.514494181,6.241043758,4.39561883,19.92262235,16.57060902,0.013105019,0.573413308,0.242152644,1.089259006,0,1.584876921,0.466080651,0.217330555,0.045609011,55.49472745,4.087436093,4.842952973,4.50110258,15.3042121,10.1916592,0,1.661036729,0.497500192,0.702045024,0.404072667
"OKRO-1087",1,2013-08-05,"2013","OK","SAP",34.85247,-94.61724,5,20.58,0.67539101,0.67539101,0,224.53,1.794,23,41.1,3.42,1.517,2.77,1.042,0.28,41.8,3.921,2.4,8.45,"BOATABLE",187.5,94.09188503,89.04,101.6788917,48.40909091,0.2,1.490909091,NA,1502.17857,1.519454993,NA,0,1,NA,0.634965244,0.884489749,0.730386309,3.06122449,96.93877551,54.22874225,NA,0,0.063636364,0.027272727,0.295454545,0.007245455,76.20320856,NA,0.440909091,0.053409091,1.020454545,1.678409091,0.731131051,0.855284091,0.418503227,0.7197,0.136363636,0.674245455,0.045454545,"BOATABLE",0,0.060351851,47.23636364,"2 Medi","Good",0.289006309,"Good",0.200497682,"Good",0.365826735,17.5226542,1.243599891,12.41241368,1.093856241,0.724876708,-0.196750641,"R",10,10,4.72303207,10,0,10,10,10,80.9,-18.55,-3.55,9.85,"Appalachians",15.65933151,26.86200113,6.626391011,882.9568481,1013.211514,5.911108017,5.839772412,5.329503059,5.167968076,25.99784851,25.19534495,15.03833675,14.65607244,0,0,1416.590165,21.88895239,15.65412486,-1.457754842,19.78515036,329.3636137,5.117562549,414.4995031,10,6,88,0.286995706,0,2.023266774,0.320001977,0.071837178,0.005295124,20.85978689,56.37259315,14.05855348,0.936530882,0.485209837,4.439431727,0,0.09972483,0.038654403,0.461560543,0,2.409028759,0.493288109,0.122377754,0.006798764,23.01003951,46.35699555,20.19384032,0.856644281,0.518216911,5.068856372,0,0.359579081,0.138241537,0.266639485,0.376288932
"OKRO-1088",1,2013-07-15,"2013","OK","SPL",35.68552,-96.41488,5,47.48,0.57897482,0.57897482,0.017,4462.33,130.126,20,914,5.21,36.38,102.1,4.803,0.953,223,50.35,141.6,81.46,"WADEABLE",81.32,42.69480133,11.2742,41.60189422,18.56363636,0.890909091,3.3,1.136275922,396,-1.07706918,93.90909091,50.47619048,93.33333333,93.33333333,0.521280278,-1.598349458,-1.59733607,0,100,0.511582565,0,0,0,0.05,0.259090909,0.002357982,72.19251337,20.05347594,0.205681818,0.320454545,0.629545455,0.971590909,0.689769828,0.537215909,0.185188203,0.227277273,0.136363636,0.227277273,0,"WADEABLE",0,0.037777778,13.23,"1 Low","Medi",-1.057015016,"Good",0.093848832,"Good",0.285806502,6.151163593,0.788957277,0.423200328,-0.373454005,-0.200017422,-0.385150267,"T",9.753949774,10,5.387755102,9.085106383,0,10,10,10,80.28,-17.93,-2.29,0.43,"Great Plains",15.83751121,26.3381871,5.181452468,690.0030518,739.1946563,4.883128166,5.164730334,4.428969383,4.747352526,25.76081276,26.37274844,14.28761196,14.70987507,0,0,974.6753955,22.13273014,15.88825957,-3.213368091,20.42053536,291.2425007,5.397260125,194.7026801,9,4,71,1.072168302,0,4.636322239,2.173987164,1.906424953,0.807687324,36.7316647,0.276275536,0.124966757,1.930317142,40.93946815,6.640715271,1.550643485,0.937275932,0.265491218,0.4621822,0,3.794905654,1.277166131,0.949422471,0.329864978,46.65401831,0.334505362,0.176334574,2.867757024,29.52212005,7.597368505,2.785555944,2.674849652,0.568911021,2.952478789,1.543753513
"OKRO-1089",1,2013-06-12,"2013","OK","SPL",34.88904,-99.37742,5,4.03,0.381715899,0.381715899,0.106,1871.73,15450.492,11,43220,10.82,285.1,9239,30.12,2.168,83,1736.455,9.3,15.89,"WADEABLE",19.29,9.287000799,2.41875,7.062639731,18.59090909,0.3,0.786363636,1.067842079,475.2,-0.784193164,100,28.57142857,90.47619048,91.42857143,0.471131981,-1.255325144,-1.101286567,0,100,0.366129587,0,0.188636364,0,0,0.054545455,4.43e-05,43.5828877,8.021390374,0,0.165909091,0.378409091,0.755681818,0.457807055,0.440056818,0.557048169,1.257581818,0,0.303036364,0.954545455,"WADEABLE",0,0.102314815,13.945,"2 Medi","Good",-0.254581321,"Good",0.084751867,"Medi",-0.398725537,0.924237577,-0.034216378,0.035762963,-1.446566513,-1.173486409,-1.142192062,"S",0,0,10,0,8.400943396,0,0,10,35.5,-11.65,0.53,-15.92,"Great Plains",16.09715256,27.54697135,6.366577091,425.7145081,503.6590185,4.856722832,4.463302155,4.671129704,4.161009626,28.01993942,27.01173344,15.70248222,15.04032578,0,0,679.8606532,22.87269682,15.63107195,-3.796130102,24.94630929,607.2506496,4.287972911,57.5885178,8,3,62,0.073683564,0,1.87365131,0.346378025,0.21655826,0.021809413,0.309056282,0.009791198,0.663651234,60.60014284,20.92816716,0.008101736,14.48659566,0.19079397,0.043657224,0.179579851,0,1.404111136,0.186808222,0.103230178,0.007906031,0.620510504,0.023040434,1.932911678,78.1838717,8.436187034,0.004969505,7.638129659,0.990286876,0.100293653,0.355973399,0.197616896
"OKS9-0931",1,2013-06-10,"2013","OK","SPL",34.83934,-98.306,2,16.57,0.653995693,0.653995693,1.332,4317.34,25.2,69,1072,14.74,44.45,53.12,12.82,2.433,1082,322.048,1.3,6.72,"WADEABLE",17.88666667,21.48498357,0.6424,14.83256232,2.563636364,0.177272727,1.009090909,1.046198698,149,-1.833767161,94.54545455,87.61904762,95.23809524,95.23809524,0.457136004,-2.290903165,-1.741483939,0,100,0.829252459,0.952380952,0,0,0.004545455,0.127272727,0.002947784,98.12834225,99.59893048,0.278409091,0.004545455,0.703409091,1.1875,0.681587576,0.634375,0.492311988,0.969713636,0,0.136363636,0.83335,"WADEABLE",0.83335,0.207142857,1.755,"2 Medi","Medi",-0.819688847,"Good",0.245597022,"Medi",-0.234393045,0.034123619,-1.466944915,0.002650632,-2.576650517,-1.184107327,-1.831950302,"S",10,9.552570638,0,0,10,0,0,10,49.44,-33.29,-4.98,6.56,"Great Plains",14.26376103,23.96607214,6.71375868,697.1401978,694.3117423,5.292720795,5.227596838,5.191637993,5.120672374,26.79948044,26.63932534,15.19274998,15.09984739,0,0,846.9826141,22.39913683,16.12511136,-2.095008872,30.58416178,408.7760872,4.242244031,128.1391792,7,4,65,0.229416263,0,3.152349392,0.565043759,0.114708132,0.016993797,4.741269437,0,0.029739145,0.424844932,61.78944685,0.008496899,28.8597162,0.008496899,0.05947829,0.374331551,0,4.367201426,0.873440285,0.106951872,0,14.13547237,0,0,0.516934046,64.13547237,0.035650624,15.24064171,0.035650624,0.178253119,0.434488912,0.573440285
"OKS9-0932",1,2013-07-08,"2013","OK","SPL",35.74931,-97.13433,4,41.95,0.81071008,0.81071008,0.006,7463.92,19.815,25,714,5,51.86,46.29,3.781,0.453,59,20.859,18.9,13.44,"WADEABLE",33.07,23.80614257,1.958052632,20.27755136,8.927272727,0.709090909,4,1.445041451,316.8,0.189409311,81.81818182,4.761904762,81.9047619,81.9047619,1.000439819,-0.811030507,-0.905821293,5,95,0.613170589,3.80952381,0,0.004545455,0.045454545,0.1,0.002634222,59.89304813,16.27906977,0.119318182,0.201190476,0.513636364,0.8,0.61354729,0.46,0.214294133,0.272740909,0,0.060609091,0.212131818,"WADEABLE",0,0.175694444,6.647368421,"1 Low","Good",0.112698788,"Good",0.032161079,"Good",-0.212341302,2.476727252,0.393878183,0.049393725,-1.306328225,-0.504941852,-0.36346882,"R",10,10,10,10,9.556603774,0,10,10,86.95,-18.28,-2.09,-1.54,"Great Plains",15.51270058,26.14121494,6.079449392,671.1670532,625.4477515,5.057916164,5.131560096,4.627074718,4.68771194,26.39141273,26.63509331,14.68655872,14.88437009,0,0,943.1842251,22.16527384,15.99036814,-3.369030966,20.77188723,322.3513884,5.322324658,193.8299913,9,3,69,1.069145887,0,3.399961778,0.312143883,0.065472357,0.048484934,40.27540858,0.29197132,0.18119917,1.922056044,46.17499876,2.916174149,3.242120313,0.031851417,0.060871596,0.51450302,0,3.081425695,0.195734845,0.039146969,0.007456566,45.12154202,0.475356051,0.253523227,2.820445903,36.03571695,5.788158974,5.460070092,0.130489896,0.070837372,0.312207586,0.201718738
"OKS9-0933",1,2013-07-30,"2013","OK","TPL",36.95135,-95.03539,2,4.8,0.215268256,0.215268256,0.21,1109.36,8.493,115,213,16.89,4.595,8.76,10.35,2.775,635,27.114,23.8,33.51,"WADEABLE",58.27,23.57273506,3.21245,40.41731859,7.6,0.409090909,1.4,1.274004407,198,-2.080359282,55.63636364,50.47619048,51.42857143,51.42857143,-0.078394952,-2.00196433,-1.576271147,0,100,0.693621393,0,0,0.115909091,0.127272727,0.431818182,0.016119086,77.27272727,68.18181818,0.203409091,0.044318182,0.455681818,1.148863636,0.73674401,0.616988636,0.185188203,0.227277273,0,0.136363636,0.090913636,"WADEABLE",0,0.021944444,5.965,"1 Low","Medi",-0.814631983,"Good",0.152349224,"Good",0.32152591,0.351924549,-0.453550437,0.051447596,-1.288634913,0.047878216,-1.150467959,"S",10,10,0,0,0,0,10,10,50,-10.4,-2.23,7.45,"Midwest",14.85639353,22.66974791,5.100244679,780.1912231,788.9266992,3.637109995,3.600316071,2.88941884,2.861080552,25.20392036,25.18646176,13.27108383,13.23863014,0,0,1120.167591,20.47660657,14.3417216,-1.452578514,33.21382508,255.0063201,3.180597002,346.6485927,10,5,85,0.304108703,0,3.088536612,1.173298825,0.109996765,0.006470398,4.087134692,0,0,0,0.161759948,79.87490564,9.957942413,1.194866818,0.038822388,0.121555916,0,1.782820097,1.195299838,0.020259319,0,21.90032415,0,0,0,1.154781199,65.13371151,2.451377634,6.077795786,0.162074554,0.621373881,0.453606159
"OKS9-0934",1,2013-07-23,"2013","OK","SPL",35.71769,-96.37698,3,35.98,1.040693546,1.040693546,0.031,2069.98,146.47,32,710,5.04,15.04,72.16,4.784,0.58,45,7.177,12.2,4.07,"WADEABLE",37.08,21.96860938,4.21295,18.16319744,13.1,0.772727273,2.427272727,1.038643639,316.8,0.83776625,70.18181818,13.33333333,54.28571429,58.0952381,1.450073131,-0.612306881,-0.675967015,8,92,0.489838119,10.47619048,0.004545455,0,0.009090909,0.263636364,0.000349632,80.48128342,69.51871658,0.156818182,0.248863636,0.653409091,1.115909091,0.69881094,0.602159091,0.312510742,0.454568182,0,0,0.454568182,"WADEABLE",0,0.428125,10.525,"2 Medi","Good",0.595478198,"Good",0.156095247,"Good",0.11241135,8.451784944,0.926948438,0.193340018,-0.713678246,0.57092573,0.490305468,"S",9.69457331,10,10,10,10,10,10,10,99.62,-16.31,-2.11,0.58,"Great Plains",14.87299687,23.79622775,5.155824635,654.3400269,652.1224219,4.84717226,4.799822464,4.375298023,4.328449611,25.79747009,25.82649027,14.32511711,14.32100507,0,0,1028.094435,22.04930599,15.73846801,-3.158170129,10,258.0463657,5.103947645,195,9,4,71,0.175414924,0,3.173660775,0.515450007,0.175414924,0.010794765,43.84833356,0,0.02428822,1.57063824,36.74537849,13.75792741,0,0,0.002698691,0.225288651,0,1.914953534,0.337932977,0.225288651,0,72.97944241,0,0.042241622,2.717544354,15.22106449,6.336243312,0,0,0,0.438321414,0.340608279
"OKS9-0935",1,2013-06-04,"2013","OK","SPL",35.54539,-99.72271,2,31.32,0.796008191,0.796008191,0.059,6087.2,27.451,22,663,2.77,12.72,63.51,1.089,2.368,111,19.547,33.4,24.28,"WADEABLE",28.39,18.4576474,5.367105263,12.33511389,13.31818182,0,1.2,1.124738262,396,-1.627152738,98.72727273,39.04761905,55.23809524,55.23809524,1.006016494,-2.633169231,-2.147692386,0,100,0.434487985,0,0,0.625,0.052272727,0.463636364,0.001585893,93.5828877,80.7486631,0.027272727,0.082954545,0.201136364,0.388636364,0.48810662,0.274886364,0.551020408,1.227272727,0,0,1.227272727,"WADEABLE",0,0.940555556,14.51578947,"2 Medi","Good",-0.636761652,"Good",-0.14435189,"Good",0.211553263,0.216682306,-0.664176552,0.236166976,-0.626780831,0.933319412,-0.91797692,"S",10,10,9.959183673,0,4.443396226,0,10,10,68,-39.33,-6.67,14.02,"Great Plains",14.52778537,23.45124112,4.748772939,433.9753418,433.0759885,4.34463644,4.339914634,3.945780039,3.942864706,26.38289261,26.3679256,14.53989983,14.52921399,0,0,717.340826,21.54444678,14.94058155,-3.075603167,19.36160522,713.2152728,9.76998711,15.04416946,6,2,52,0.02577984,0,3.256853141,0.446850563,0.163272321,0.0429664,0,0,0.489816963,31.7092034,60.96072871,0.01718656,2.148320014,0.644496004,0.00859328,0.124584718,0,1.661129568,0.207641196,0.124584718,0.041528239,0,0,1.785714286,38.03986711,54.19435216,0,0.705980066,2.906976744,0.041528239,0.426484489,0.272425249
"OKS9-0936",1,2013-07-17,"2013","OK","SPL",35.96545,-96.36807,4,36.82,0.741866132,0.741866132,0.025,2674.74,62.424,28,472,6.98,18.22,29.75,4.985,0.61,51,11.821,8,15.03,"WADEABLE",37.17,21.16221857,2.854,21.02236616,11.99090909,0.5,2.5,1.070939666,277.2,-0.523286139,100,3.80952381,100,100,0.627282726,-1.150568865,-1.143551021,0,100,0.565573478,0,0,0.004545455,0.009090909,0.165909091,0.003793458,84.49197861,66.71122995,0.275,0.213636364,0.576136364,0.882954545,0.661656636,0.497329545,0.323076923,0.477272727,0.068181818,0.477272727,0,"WADEABLE",0,0.094642857,7.96,"2 Medi","Good",-0.364870654,"Good",0.056615919,"Good",-0.023545582,1.353755381,0.131540196,0.060792469,-1.216150219,-0.29099727,-0.543664849,"S",9.999905803,10,10,10,8.806603774,10,10,10,98.51,-16.76,-1.72,-2.97,"Great Plains",15.65862371,25.44753245,5.607808645,563.5532837,630.7135125,4.675801277,4.799335568,4.259306431,4.342282178,25.95633888,26.1163011,14.2899847,14.39327692,0,0,1043.123217,21.89460173,15.60692289,-3.607801457,8.327991949,276.1087285,4.986465278,398.8271702,9,4,72,0.201269546,0,3.247704455,0.772327224,0.405516453,0.03811021,56.45610776,0,0.011313969,2.283039766,29.59317351,6.880679314,0.063120035,0.009527552,0.011313969,0.127086334,0,2.270609167,0.52246604,0.160976023,0.011296563,68.45717191,0,0.039537971,3.010534045,19.38490214,5.899630038,0.087548363,0.022593126,0.005648282,0.705098432,0.405010026
"OKS9-0937",1,2013-08-12,"2013","OK","SPL",34.27513,-97.19231,3,39.75,1.019927331,1.019927331,0.003,3254.97,26.177,18,460,3.59,15.06,28.92,4.21,0.345,54,36.036,7.2,7.08,"WADEABLE",13.28666667,19.24003679,0.533611111,12.02388942,11.45454545,0.509090909,1.4,2.175230845,149,-0.76440749,100,20.95238095,97.14285714,99.04761905,0.340677477,-1.105084967,-0.963184184,0,100,0.904959063,0,0.175,0.022727273,0.036363636,0.090909091,0.002494833,64.17112299,47.19251337,0.117045455,0.146590909,0.573863636,0.936363636,0.530678746,0.521363636,0.576923077,1.363636364,0,0,1.363636364,"WADEABLE",0,0.061904762,1.838888889,"2 Medi","Good",-0.398945659,"Good",0.092114996,"Good",-0.206824668,0.642246205,-0.192298453,0.000710483,-3.148446136,-2.560489702,-1.091295598,"S",10,10,10,10,10,10,10,10,100,-9.62,-0.68,-4.17,"Great Plains",15.86900696,26.96759138,8.312316294,519.5643311,563.497065,7.296792984,6.613817999,7.173065662,6.486951757,27.56870079,27.19749352,16.42463875,15.94013203,0,0,958.6798568,23.27480323,16.91669523,-1.84759868,25.96808122,305.2826624,3.567253727,154.4445256,8,4,69,0.536861044,0,2.251613397,0.734667142,0.351751471,0.036502511,20.11374933,0.027557232,0.035925396,3.07818607,60.76297462,9.789598371,2.103727729,0.038378134,0.079064728,0.358783688,0,1.377113627,0.364704211,0.124330981,0.005920523,35.20224506,0.107753517,0.107753517,4.220148724,44.90242978,10.42840904,2.325581395,0.184720314,0.232084498,0.637821507,0.284954767
"OKS9-0938",1,2013-07-15,"2013","OK","SAP",34.53126,-94.71442,4,47.68,0.893242455,0.893242455,0,124.07,1.575,4,25.7,0.87,0.933,1.94,0.903,0.178,24,2.146,1.6,1.96,"WADEABLE",43.89,29.3718394,6.094555556,22.65668408,18.49090909,0.281818182,0.645454545,1.072228875,475.2,2.577669193,5.690909091,0,1.904761905,3.80952381,1.304748097,1.272921097,1.189179804,28,72,0.516215176,29.52380952,0,0.027272727,0,0.186363636,6.6e-06,69.2513369,35.56771546,0.355681818,0,0.901136364,1.554545455,0.833130324,0.799545455,0,0,0,0,0,"WADEABLE",0,0.595949074,13.11666667,"1 Low","Good",0.90564789,"Good",0.123499108,"Good",-0.0790474,2.708504041,0.432729488,0.400803062,-0.39706897,-0.155498671,-0.629595389,"R",10,10,9.912536443,10,10,10,10,10,99.89,-25.78,-4.8,12.59,"Appalachians",15.3675264,25.38006582,6.488796184,1070.370117,1090.5465,5.811695099,5.528231655,5.262991428,4.985317299,25.36938858,25.15998548,14.64814377,14.54084854,0,0,1536.910347,20.98910996,15.42450746,-1.07799709,19.74025873,465.9624191,4.873378349,648.2764,9,6,87,0.018470238,0,1.177122479,0.309731684,0.015628663,0.000710394,56.67450468,24.11431657,12.97747341,2.828787997,1.159362635,0.279895146,0,0.430498625,0.010655907,0.045886595,0,0.996394625,0.298262865,0.013110456,0,61.6027532,16.02753196,15.76204523,2.431989512,0.62274664,0.186823992,0,1.96001311,0.045886595,0.164484574,0.150311373
"OKS9-0939",1,2013-06-25,"2013","OK","SPL",34.34592,-96.69948,4,58.58,0.710599704,0.710599704,0.041,5961.52,3.019,7,536,0.89,38.11,2.57,0.963,0.586,56,7.698,11,4.98,"WADEABLE",61.88,27.47350606,8.616,24.12568948,14.84545455,0.181818182,0.818181818,NA,594,0.204706138,66.72727273,25.71428571,50.47619048,60.95238095,0.748193637,-0.543487499,-0.555188896,13,87,0.389878628,9.523809524,0,0.022727273,0.013636364,0.181818182,0.000625298,89.57219251,68.31550802,0.372727273,0.027272727,0.827272727,1.240909091,0.620276402,0.658409091,0.6,1.5,0,0,1.5,"WADEABLE",0,0.146481481,13.525,"3 High","Good",0.289780331,"Good",0.212779066,"Good",0.017476439,1.422807077,0.153146017,0.574333749,-0.240835663,0.637112622,-0.553388031,"S",10,10,10,10,10,10,10,10,100,-27.74,-4.93,11.68,"Great Plains",15.11705068,26.28329046,7.439468166,691.9523315,652.1526119,6.697726727,6.25492731,6.568933964,5.974266657,26.94937325,26.56074555,15.79979324,15.38329401,0,0,1032.34275,22.52987398,16.38772083,-1.829746866,26.4174699,330.8404436,3.062676784,165.1625699,8,4,67,0.118653502,0,1.525893808,0.164064102,0.068848329,0.00488286,22.91526284,0.020508013,0.015625153,2.71389369,55.37847049,17.02897489,0,0.003906288,0.034180021,0.077355127,0,1.099788114,0.090808193,0.053812262,0.003363266,46.27518246,0.003363266,0.010089799,3.854303299,37.71903272,10.75572596,0,0.023542865,0.033632664,0.151144054,0.097669256
