"SITE_ID","VISIT_NO","DATE_COL","YEAR","SITETYPE","STATE_NM","AG_ECO3","AG_ECO9","AG_ECO5","US_L3CODE","US_L4CODE","LAT_DD83","LON_DD83","PROTOCOL","REALM","STRAH_ORD","OE_SCORE","AMMONIA_N_RESULT","ANC_RESULT","CHLORIDE_RESULT","COLOR_RESULT","COND_RESULT","DOC_RESULT","MAGNESIUM_RESULT","SODIUM_RESULT","POTASSIUM_RESULT","NTL_RESULT","PTL_RESULT","SULFATE_RESULT","TSS_RESULT","TURB_RESULT","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","WQII","H2O_dD","H2O_d18O","d.excess","MAST_SY","MSST_SY","MWST_SY","LDCBF_G08","XDEPTH_CM","SDDEPTH_CM","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RpRat","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XC","XCMGW","QR1","QRVeg1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl","CatAreaSqKm","WsAreaSqKm","CatAreaSqKmRp100","WsAreaSqKmRp100","PSUMPY_SY_PT","PSUMPY_SY_WS","TMEAN_PWSY_PT","TMEAN_PWSY_WS","TMEAN_WSY_PT","TMEAN_WSY_WS","TMEAN_SSY_PT","TMEAN_SSY_WS","TMEAN_SY_PT","TMEAN_SY_WS","PMAXWs","PMINWs","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","BFIWs","ElevWs","PermWs","RunoffWs","HydrlCondWs","WDMAX_PT","WDMIN_PT","WDSUM_PT","PCTOW_WS","PCTICE_WS","PCTURBOP_WS","PCTURBLO_WS","PCTURBMD_WS","PCTURBHI_WS","PCTDECID_WS","PCTCONIF_WS","PCTMXFST_WS","PCTSHRB_WS","PCTGRS_WS","PCTHAY_WS","PCTCROP_WS","PCTWDWET_WS","PCTHBWET_WS","PCTOW_WsRp100","PCTICE_WsRp100","PCTURBOP_WsRp100","PCTURBLO_WsRp100","PCTURBMD_WsRp100","PCTURBHI_WsRp100","PCTDECID_WsRp100","PCTCONIF_WsRp100","PCTMXFST_WsRp100","PCTSHRB_WsRp100","PCTGRS_WsRp100","PCTHAY_WsRp100","PCTCROP_WsRp100","PCTWDWET_WsRp100","PCTHBWET_WsRp100","PCTIMP_WS","PCTIMP_WsRp100","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","AgKffactWs","FertWs","ManureWs","NPDESDensWs","NPDESDensWsRp100"
"NRS18_NY_10026","1","2018-08-01",2018,"PROB","New York","EHIGH","NAP","Appalachians",59,"59i",43.3076253,-73.63244863,"BOATABLE","BOATABLE",0,0.268413888,0.011,413.05,16.45,2,108.1,2.86,1.622,10.623,0.456,0.321,9.203,3.489,"1",2.09,"T",3.544866197,10,10,10,7.906976744,0,10,10,76.81,-63.48,-9.36,11.43,12.2671285354925,20.5054554161986,2.95114398467016,NA,130,0,10.4,NA,8.181818182,0.9,0.9,NA,321.023622,-2.110924375,NA,100,100,NA,NA,NA,NA,0,100,NA,NA,0,0.579545455,0,0.079545455,0,21.79144385,NA,0.018181818,0.329545455,0.102272727,0.302272727,0.257394853,0.236022727,0.756009108,3.098513636,1.5,3.098513636,0,0,0.346452328,8.181818182,-0.505465944,-1.047956452,-3.714188519,"3 High","Poor",-3.081928519,"Poor",-0.638392705,"Poor",-0.775169064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6762,15.6762,1.1133,1.1133,1102.13256835938,1097.12701028247,-5.4935154914856,-5.49148170659662,-5.51812267303467,-5.52332919160638,22.4571723937988,22.5133347719026,8.16184043884277,8.19645605454128,95.269032035825,52.5502353886784,998.639738793202,14.0221065614307,8.09090861522563,-12.0564474028591,46.7665633252957,89.1553639912734,10.7728487771271,709.092547938914,0.0365627201017395,11,8,112,5.87323458491216,0,12.8028476288897,20.6280858881617,19.8817315420829,12.7282121942818,7.57836720633827,3.35859455735446,2.14720404179584,0.361694798484327,2.03812148352279,2.9509702606499,0,6.74015386381904,1.16546101733839,4.68876313662086,0,2.18270008084074,7.27566693613581,12.1261115602264,18.1083265966047,14.874696847211,7.51818916734034,7.67987065481002,0,4.44624090541633,0.565885206143897,0,15.35974130962,0.161681487469685,32.2774141692502,27.034761519806,0.127581939500644,131089.019022467,117712.588509971,0.0070272132276954,0.873004937421059,1.00338730049374,0.255163879001289,0.898230485942693
"NRS18_NY_10027","1","2018-07-11",2018,"PROB","New York","EHIGH","NAP","Appalachians",58,"58ae",43.58079923,-75.95908256,"WADEABLE","WADEABLE",1,0.992201512,0.021,572.16,0.85,87,64.4,11.12,3.009,0.981,0.456,0.879,38.466,0.186,"4.8",3.22,"S",10,10,4.826478873,0,1.337209302,10,10,10,70.2,-61.27,-8.61,7.64,12.3347407182316,19.8360093720717,3.8436678661008,-0.705697123,6.475247525,4.928679457,0.229775,3.739708991,4.459090909,0.24,0.330909091,1.222921741,150,0.528473165,76.54545455,15.23809524,42.85714286,55.23809524,-0.749523292,1.277996458,1.234170288,52.94117647,46.07843137,0.577539156,0,0.004545455,0,0.040909091,0.488636364,0.017309956,96.25668449,88.36898396,0.163636364,0,0.254545455,0.554545455,0.613588191,0.349545455,0.31607139,0.462140909,0,0.462140909,0,0,0.011166667,3.326190476,-0.248301085,-0.302216053,1.234170288,"2 Medi","Good",1.657683598,"Poor",-0.356593562,"Good",-0.078897399,0.024516508,-1.610541387,0.005035225,-2.297981162,0.000136917,-3.863543738,2.81201e-05,-4.550983513,-2.673794435,-2.068484829,4.869,4.869,0.9576,0.9576,1764.30810546875,1764.38343038817,-6.75149774551392,-6.75182714286506,-6.54519128799438,-6.54554100865065,20.6957721710205,20.6956404138632,6.38960742950439,6.38940778299446,146.07966728281,95.1419593345656,1419.40668931793,11.9614764296488,6.51027928042514,1.05409758767468,48,337.522219963031,4.07,829,0.450650990009242,20,10,173,0.33271719038817,0,2.68022181146026,0.0739371534195933,0,0,47.7634011090573,19.3160813308688,2.90203327171904,0.11090573012939,0.33271719038817,0,0,25.2865064695009,1.20147874306839,0,0,2.72556390977444,0.093984962406015,0,0,48.4962406015038,8.83458646616541,0.845864661654135,0,0,0,0,34.7744360902256,4.22932330827068,0.0841035120147874,0.0958646616541353,0,0,0,0,0,0,0,0
"NRS18_NY_10032","1","2018-07-12",2018,"PROB","New York","EHIGH","NAP","Appalachians",83,"83f",42.97827417,-74.82221319,"WADEABLE","WADEABLE",3,0.78549852,0.006,3345.56,13.304,1,538.2,1.37,16.39,10.318,2.825,0.116,4.83,97.161,"0",0.25,"T",5.627872676,0,10,10,10,10,10,10,82.03,-64.98,-9.4,10.24,10.3306619105241,21.2039716452805,2.50309913102641,1.242823589,9.386,8.758949478,0.883894737,2.992595449,20.54545455,0.186363636,4.35,1.053216592,424,2.71803006,28.81818182,0,3.80952381,18.0952381,1.029570755,1.688459305,1.475206471,21,79,0.31883608,58.0952381,0.497727273,0,0,0.022727273,0.01188529,86.89839572,39.57219251,0.171590909,0.205681818,0.282954545,0.432954545,0.550293236,0.294829545,0.359232011,0.560627273,0,0.560627273,0,0,0.689858491,13.1,-0.353640838,-1.485090181,1.475206471,"2 Medi","Good",1.551548356,"Poor",-0.377515133,"Poor",-1.107493419,0.836946754,-0.077302171,0.014666102,-1.833685308,0.016833594,-1.773823145,0.000294981,-3.530206283,-1.681023521,-1.250689404,0.5301,57.0663,0.2115,12.2202,1171.54260253906,1199.05797835952,-5.60958337783813,-6.08673749625183,-5.5615348815918,-5.98590863906446,22.2389049530029,21.6534853018686,7.68249750137329,7.23019642970983,110.712239973505,62.0995631397164,1136.15470570729,12.6827863461421,7.18078485640563,-11.4320333788265,45.6437617297775,358.573281025754,3.13754411973441,783.365038560411,0.0184632681795249,14,10,140,0.132477486712824,0,3.46807134858927,0.799596259088113,0.216064472376867,0.0693929692305265,40.839339505102,3.27093223145709,6.72796378948696,0.474710994054284,0.487327897550744,35.0970713012759,5.34010440487643,2.6337786048859,0.433706057690791,0.066283694211224,0,3.3141847105612,0.942701428781853,0.20621593754603,0.117837678597732,43.9534541169539,5.70776255707763,15.0463985859479,0.243040212107821,0.257769921932538,25.040506702018,1.30357931948741,2.9974959493298,0.795404330534689,0.66492658539278,0.732213875386655,0,0,0,0.131845222136357,4.32595770183103,6.29230211175422,0,0
"NRS18_NY_10033","1","2018-06-29",2018,"PROB","New York","EHIGH","NAP","Appalachians",83,"83d",44.91334762,-74.93946612,"BOATABLE","BOATABLE",5,0.6517029,0.018,726.22,5.687,56,103.1,6.52,3.688,4.484,0.53,0.303,20.32,3.973,"0.6",1.99,"S",10,10,9.938028169,10,8.488372093,10,10,10,98.03,-67.96,-9.91,11.33,9.7418761536269,22.4443947441558,1.00750447651615,1.132688651,129.2,44.2828375,87.98,31.49746621,80.29090909,0.57,1.100909091,NA,2978.737527,-0.451289833,NA,0.980392157,97.05882353,NA,0.858916732,-1.310206566,-1.583978484,0,100,0.243788438,NA,0.018181818,0.313636364,0.055,0.095909091,0.026969545,21.79144385,NA,0.201136364,0.031818182,0.3125,0.389772727,0.39921694,0.275397727,0.219820741,0.28175671,0,0.28175671,0,0,0.070654734,76.36363636,-0.398186837,-0.975066759,-1.583978484,"1 Low","Good",-0.951718484,"Poor",-0.442830985,"Poor",-0.755381194,59.66472794,1.775717665,0.037324936,-1.42800093,17.88099391,1.252391655,0.011185955,-1.951326939,-0.140064366,-0.366371191,5.9364,1598.5161,0.702,297.5778,1244.70581054688,1363.14146066494,-7.31993865966797,-7.51440219720849,-7.02636861801147,-7.00780412765208,22.5148162841797,21.0476027461152,7.17174625396729,6.26442388375246,111.865379147573,59.8268808177784,1044.13340951238,11.9520435913336,6.20694455473201,-14.634007185332,56.9655679916041,284.307817951286,11.404611291176,724.922611508091,0.48260225657856,14,10,138,1.29005269324469,0,3.08040688486028,0.515953514637732,0.265971672102646,0.0610316029973048,50.0762050504214,8.60106444971058,4.43334915425625,2.41440796248471,1.31099711788952,7.94379237093702,2.96329827394294,15.7305578592546,1.23718491168153,0.656298957785157,0,3.25760187755941,0.404062399816115,0.210499573556898,0.0362930299236031,36.2470587523666,9.25956170117529,5.12881001203719,1.00743402229602,0.812056544540621,7.01665245189661,1.6579865836766,32.0482576321217,2.22052854749245,0.504330485004186,0.412627554878086,0.0018767405595727,361.127823485794,136.580394779884,0.0331737559602934,1.73661147360355,1.83876508969788,0,0
"NRS18_NY_10035","1","2018-07-10",2018,"PROB","New York","EHIGH","NAP","Appalachians",83,"83e",43.80096023,-75.46668635,"BOATABLE","BOATABLE",6,0.683911805,0.03,579.63,4.698,26,86.2,3.49,1.244,4.226,0.719,0.381,23.716,3.694,"3.1",2.95,"S",10,10,8.981408451,9.803921569,2.906976744,10,10,10,89.62,-65.87,-9.46,9.84,10.2302939167795,22.4704896549181,1.02616605598444,0.755397041,146.2,54.41664926,76.33,43.65439709,55.54545455,0.814545455,1.366363636,NA,2047.137527,-0.460409377,NA,0,100,NA,0.51029996,-0.970709337,-1.215806418,0,100,0.298593687,NA,0.004545455,0,0.106818182,0.265909091,0.018531364,76.3368984,NA,0.210227273,0.061363636,0.317045455,0.396590909,0.473211624,0.278465909,0.516494143,1.068227273,0,0.462140909,0.606086364,0,0.026219742,53.45454545,-0.390842336,-0.55923399,-1.215806418,"2 Medi","Good",-0.583546418,"Poor",-0.496645543,"Good",-0.097411887,36.32098947,1.560157671,0.011613264,-1.935045707,8.624507295,0.935734294,0.002757598,-2.559469084,-0.755843413,-0.77702195,5.904,3127.5378,1.0116,585.8307,1432.24597167969,1511.91538651701,-7.06871747970581,-8.09659860244038,-6.84050846099854,-7.8113615687707,21.580509185791,19.7899041573491,6.80157470703125,5.22802610460741,130.900463361306,78.1744649417187,1280.73285950883,11.1782570877913,5.36135377593539,-14.7060205505813,54.33082794395,507.755998497284,14.1413751415455,871.30994503088,0.363257229789741,15,9,146,2.94563346284736,0,1.98984645365437,0.419937370541133,0.204975939859144,0.0477116535569929,49.978561410193,14.2120008909245,7.5668437964203,0.915096853505655,0.922981650293723,5.25697243371447,2.9665828499339,11.98241632763,0.553230723542334,1.20920600439683,0,2.4363864850374,0.618967220393196,0.304337072126811,0.0655991568895245,33.9889664368904,16.7618904232912,7.39012141221005,0.628184900518187,0.716213745711858,5.71788060953446,3.04844044533685,26.0099888926954,1.07478150257404,0.376325811313935,0.540967211175515,0.0095922102044617,28427.0813417507,18100.6811812155,0.0248694778365268,1.76338933457495,1.72610028885982,0.0006394806802974,0.0034139556018487
"NRS18_NY_10036","1","2018-07-01",2018,"PROB","New York","EHIGH","NAP","Appalachians",83,"83d",44.62279409,-75.2269792,"BOATABLE","BOATABLE",5,0.665107945,0.014,704.68,5.939,45,103.8,5.03,3.368,5.026,0.599,0.397,22.091,4.358,"0",1.8,"S",10,10,9.43915493,9.281045752,9.593023256,10,10,10,97.89,-70.92,-10.43,12.54,9.61143813363395,21.7837704935403,0.915596179620386,1.093616933,156.6,43.04613452,103.95,25.56355627,61.45454545,0.468181818,1.561818182,NA,2705.267161,-1.104110226,NA,39,100,NA,0.918377499,-2.022487725,-2.197727159,0,100,0.1632411,NA,0.05,0.156818182,0.05,0.146363636,0.005024091,44.65240642,NA,0.043181818,0.036363636,0.148863636,0.2375,0.413386211,0.206875,0.319595345,0.469713636,0,0.378804545,0.090909091,0,0.068404132,58.63636364,-0.606424797,-0.805864239,-2.197727159,"2 Medi","Medi",-1.565467159,"Poor",-0.667043578,"Poor",-0.528664422,72.52859275,1.860509251,0.052492673,-1.279901309,30.27976894,1.481152557,0.021915026,-1.659258003,0.15366324,-0.239207537,0.7065,1381.6854,0.1998,268.3359,1314.6572265625,1377.71667027605,-7.17054128646851,-7.55389031998572,-6.69339466094971,-7.03527423211603,22.0148582458496,20.8640701732006,7.06922197341919,6.1363694295826,112.925161834959,60.8444280441843,1057.31996277906,11.939046703134,6.1161080818895,-14.7706185325085,57.0806093775037,314.221329945297,12.2699656373315,724.942387536266,0.540181971647721,13,10,137,1.17026640073059,0,2.9846157453788,0.406525248077457,0.228438398495055,0.0534130273070845,55.2827438141852,8.92310217651572,4.62862964318795,2.66153206800911,1.36991387475036,5.95861402313435,1.29728518518036,14.003593003154,0.946908753613522,0.545696643647011,0,3.33790596040262,0.372965376604472,0.199563308524875,0.0338754523714493,38.4919051084853,9.67295095438218,5.40229615194985,1.05080982455199,0.821731270396544,6.01406669774712,0.824414474544778,31.5410647624861,1.65117675271926,0.422271017700556,0.389389939996847,0.0014475075150971,158.014233920399,33.0312240398574,0.0237249333314226,1.20576391702482,1.27669120626157,0,0
"NRS18_NY_10038","1","2018-07-31",2018,"PROB","New York","EHIGH","NAP","Appalachians",59,"59i",43.30507222,-73.59358931,"BOATABLE","BOATABLE",6,0.862958117,0.36,358.56,11.421,4,99.4,3.16,1.398,7.681,0.451,0.894,18.563,8.16,"1",1.61,"S",6.874630845,3.256846011,10,0,10,10,10,10,75.16,-64.54,-9.54,11.75,10.3913343629803,22.2587916088864,1.14718211196191,1.889538189,241.6,92.90725255,287.58,82.52325812,143.5454545,0.35,1.186363636,NA,3890.769297,2.236550917,NA,0,4,NA,1.650838734,0.585712183,0.347012728,6,94,0.341569777,NA,0.170454545,0.063636364,0.136363636,0.490909091,0.01654,50,NA,0.172727273,0.025,0.422727273,0.735227273,0.457802643,0.430852273,0.5951037,1.469768182,0.212131818,1.469768182,0,0,0.34248452,145.2727273,-0.12771126,-0.300241086,0.347012728,"2 Medi","Good",0.979272728,"Poor",-0.260778389,"Good",0.054391251,365.7799193,2.56321986,0.050315516,-1.298298068,241.4059267,2.382747928,0.033207027,-1.47877,0.315258231,-0.019134089,12.4308,7269.7158,0.8712,930.663,1095.86376953125,1295.84075564669,-5.4863429069519,-7.49336155358488,-5.52223300933838,-7.23183834746094,22.5437965393066,20.0457899865582,8.2158203125,5.67565449921596,114.308003677393,72.674644956547,1209.10622891344,11.5129868584802,5.67533107105787,-14.2579619899532,49.4856682705533,500.149636932987,8.05965731274357,696.732797752561,0.329776796787499,11,8,111,4.16030431340934,0,1.73415857604777,0.723705044975761,0.335290961443087,0.0763482390879709,43.9580774258053,25.3904877546932,13.9469055998035,0.690786289059608,0.470320999343605,0.847890092209657,0.0424143128126136,6.88029234925525,0.613435259738764,1.25707157155705,0,3.29407100099606,1.09305946405949,0.50567176303345,0.0998965253802934,25.3503147755955,29.5923873625577,12.8380090322705,0.45383774792809,0.258203023006179,0.808455907240322,0.0262071233088669,22.540350266423,1.59118821743209,0.587499885483831,0.888615857727233,0.0112796706578268,207067.478935009,181879.239873449,0.0013962702641002,0.0696505907424881,0.094823844420438,0,0
"NRS18_NY_10041","1","2018-09-05",2018,"PROB","New York","EHIGH","NAP","Appalachians",60,"60a",42.08366265,-76.29192789,"BOATABLE","BOATABLE",6,1.024711986,0.032,1620.67,33.212,13,297.1,2.66,5.148,20.169,2.177,0.733,41.684,7.58,"8.5",8.38,"S",0,4.37703154,3.92,0,0,10,10,10,47.87,-58.16,-8.28,8.06,11.3450986535809,22.9453069081286,2.1657437118022,0.947658124,137.1,61.89833633,175.335,40.04601557,147,0.954545455,1.336363636,NA,4010.161366,2.097596041,NA,0,0,NA,0.682941113,1.414654928,1.149937917,6,94,0.292093476,NA,0.022727273,0,0.013636364,0.379545455,0.002379545,72.05882353,NA,0.120454545,0.501136364,0.325,0.838636364,0.49217701,0.477386364,0.666354638,1.997194372,0,1.966889827,0.030304545,0,0.036633257,141.4545455,-0.071278363,-0.409441858,1.149937917,"3 High","Good",1.782197917,"Poor",-0.27149859,"Good",-0.125754407,132.373115,2.121799789,0.011163755,-1.952189722,23.98386924,1.379919248,0.002022692,-2.694070263,-0.905608788,-0.602761391,0.207,11857.3902,0.063,1958.2758,957.0107421875,1171.34223376557,-3.42110347747803,-4.77642307970073,-3.55333161354065,-4.76239203529446,21.7445850372314,21.0472388210224,8.65091800689697,7.57996773381346,107.942509220958,61.1270459582244,1086.21140341087,13.0837099362315,7.47322483225237,-10.7454907724443,44.3717560041163,448.755464153065,5.16078183968114,553.612530529694,0.113914085162523,11,9,124,0.974270881293929,0,4.78594185084674,1.6680609869784,0.762853363803445,0.236040136386842,38.6290408154064,4.9471198139368,17.2147172823915,0.631671883413266,0.418501029003836,20.84829931632,4.1237801215313,4.06153286580718,0.571800361263307,0.543600651144236,0,6.68967057653472,2.39155792049312,0.946843136191541,0.235860546303028,25.1373019060951,5.98576564138718,18.7620814187664,0.470572122680574,0.327732181544602,20.6929483579381,4.06726161861368,11.8724900751978,1.78664823412514,1.49131157039936,1.95296668630639,0.014843063864087,67949.4322111117,41827.8475615992,0.0887135751845292,4.30723199106663,3.64313787194083,0.0015180406224634,0.0045958797019296
"NRS18_NY_10061","1","2018-07-19",2018,"PROB","New York","EHIGH","NAP","Appalachians",83,"83c",43.16656562,-75.97636262,"BOATABLE","BOATABLE",4,0.399639225,0.061,3107.98,81.166,5,918.7,3.77,19.635,52.77,2.819,1.27,53.08,190.998,"7",5.22,"S",0,0,0.709859155,0,0,10,10,10,38.39,-53.59,-8.17,11.79,10.0285988777861,22.4058289598088,2.02932512751773,0.779793891,274.76616,125.6948143,102.07508,100.904809,39.90909091,0.113636364,1.109090909,NA,1547.745219,1.144955635,NA,0,0,NA,0.587334496,0.557621139,0.365161744,0,100,0.367238851,NA,0.179545455,0.186363636,0.0575,0.4575,0.005355,79.67914439,NA,0.173863636,0.015909091,0.310227273,0.480681818,0.473187576,0.316306818,0.590070005,1.439440909,0.181818182,1.439440909,0,0,0.030652281,39.81818182,-0.309200034,-0.330218385,0.365161744,"2 Medi","Good",0.997421744,"Poor",-0.449882257,"Good",-0.057489566,28.62163547,1.456694446,0.03581112,-1.445982093,25.12398568,1.400088537,0.031434894,-1.502588002,0.316561872,-0.483906962,0.0620999999999999,799.236,0.0378,118.5102,1300.83984375,1252.94197576274,-3.86500453948975,-4.65206664183032,-3.75405216217041,-4.54831398162664,22.7814712524414,21.8419652418311,8.77536582946777,8.00016587661687,113.693959731544,58.6476633935408,1064.34629949562,13.1889939367791,7.84530283965052,-10.6616779156452,55.7851448132967,307.505120062159,5.65311277353056,653.310748389712,0.0751128385558099,16,10,152,1.60848610422954,0,7.31588667177154,4.83165172739967,1.80262150353588,0.557519931534616,30.9908337462276,3.58305932165218,3.09783343092653,1.74001171118418,0.912008468087023,17.5735327237512,13.7498310886897,10.9325030404036,0.613260663934057,0.469326690867115,0,6.932820972372,3.9391546044138,1.66694512371087,0.448822126703018,30.279925272255,3.08859490575495,5.0448822126703,1.67302055012986,0.508816962590562,14.4967268640168,7.36645453302754,22.5648931484379,1.37760294050639,3.66570537363182,3.14723036498124,0.0125119489112102,51801.665840878,35285.0137381199,0.102917098328904,8.08157628034773,5.63950385117788,0.001251194891121,0.0084380922485997
"NRS18_NY_10064","1","2018-09-07",2018,"PROB","New York","EHIGH","NAP","Appalachians",60,"60a",42.45675271,-75.57029949,"BOATABLE","BOATABLE",5,0.68575774,0.028,3093.21,28.425,10,410.3,2.47,9.163,17.926,1.715,1.019,66.711,7.775,"5.1",3.9,"S",0,4.00041744,0,0,0,10,NA,10,34.29,-63.81,-9.6,12.96,11.0705484283422,22.2195979725184,2.59067347232462,1.059967842,100.05,35.26590908,36.89,27.37869486,36.81818182,0.927272727,1.845454545,NA,1792.799283,1.239826375,NA,1,6,NA,0.847183329,0.392643046,0.179858533,8,92,0.273650124,NA,0.018181818,0.013636364,0.054545455,0.368181818,0.009688182,50.13368984,NA,0.086363636,0.4125,0.154545455,0.645454545,0.434633389,0.390454545,0.618506592,1.621277273,0,1.030345455,0.590931818,0.318190909,0.062817227,32.36363636,-0.183457421,-0.422299355,0.179858533,"3 High","Good",0.812118533,"Poor",-0.363165157,"Good",0.038042155,32.9661652,1.518068431,0.027982925,-1.553106887,3.64731263,0.561972991,0.003095977,-2.509202327,-0.69446712,-0.535309209,0.0036,1178.0784,0.0036,185.7933,1143.81274414062,1209.25068433247,-4.50809860229492,-5.13623098982218,-4.59666633605957,-5.15846438247324,21.4557876586914,21.1679459952159,7.87822294235229,7.48517895982585,108.729953031988,59.946159440662,1098.07415676996,13.0881143917154,7.44321338379283,-11.1914962693433,46.3539713485962,446.316704897569,5.06272422107052,583.009280536847,0.105443686367489,14,10,139,0.802688513769542,0,5.04531786679053,1.29314823190036,0.60535869259635,0.168452286367359,38.3684651208273,5.6779497867035,9.03011208761658,0.739585752527166,0.705054943711726,22.9270055371527,7.80266406717923,6.24106171541724,0.520865164831135,0.402059708288727,0,6.86698605385662,1.91777636760852,0.720316609910045,0.127884051793041,26.5005788690981,5.740250052074,10.4099555796684,0.655405765439335,0.675266546210224,21.2791311635027,6.16459258756909,17.0168138463551,1.46582250274902,1.16812531322194,1.50191099463759,0.0186744787104151,17410.4585701597,11887.2126710752,0.0982873635574678,5.49026185354048,5.0833613450514,0.0025465198241475,0.01076465082433
"NRS18_NY_10065","1","2018-09-19",2018,"PROB","New York","EHIGH","SAP","Appalachians",67,"67j",41.31781455,-74.47483104,"BOATABLE","BOATABLE",5,0.285991446,0.064,1736.64,47.965,60,367.1,9.2,7.329,30.609,2.945,1.239,140.05,11.902,"45.4",21.7,"T",0,9.718192083,0,0,0,0,10,10,37.15,-40.96,-6.83,13.65,10.9786070827434,23.1137653787584,2.13980293505221,0.741335194,241.3,59.07801724,48.59,65.85266855,21.27272727,0.581818182,1,NA,673.8339302,-2.110924375,NA,100,100,NA,0.815065693,-2.925990068,-2.852259569,0,100,0.272907868,NA,0,0,0,0.059090909,0,59.09090909,NA,0.371590909,0.057954545,0.430681818,0.817045455,0.533403309,0.467670455,0.486388118,0.946995455,0,0.462122727,0.484872727,0.484872727,0.040817659,19.27272727,-0.082470621,-1.160579093,-2.852259569,"2 Medi","Poor",-3.293639569,"Medi",-0.109450621,"Poor",-0.774039194,29.38791542,1.468168781,0.05035857,-1.297926612,13.45362335,1.128839265,0.023053872,-1.637256128,0.700689356,-0.008817449,0.0567,583.5708,0.0162,103.3983,1153.97009277344,1199.54288368646,-2.1883819103241,-2.24946904871233,-2.22217965126038,-2.302109894919,23.378999710083,23.1286491521142,10.0190105438232,9.90617658346736,115.073516529614,72.0519114390233,1194.89506112858,15.46546056882,9.63633723984378,-8.34912916456883,46.0938924634337,217.641091589915,5.84905088602572,572.932658556597,0.0471453180535868,10,7,107,1.55595516430911,0,8.00617508621062,3.82596250532069,1.57800904363275,0.326335724816937,43.5065976570452,0.0757234597755747,1.20016285941654,0.706032584221143,0.437993127826135,20.7425217300112,3.79619747938039,12.5093304874062,1.40805537220162,0.469156649577411,0,7.12526221417567,3.53477765108324,1.3709122877262,0.260255729542942,32.5833210023762,0.0409097635067501,1.06887637417636,0.582311314596081,0.240236058039639,18.6522408975776,2.80797653346332,27.5992932185539,3.53303681008295,2.98662270284942,2.6472620923168,0.0428397034258739,46168.1945841019,29982.5039224032,0.0846035699524376,6.27932703281247,1.9851205714885,0.0017135881370349,0
