"SITE_ID","VISIT_NO","OE_SCORE"
"ILSS-1128",1,0.736113952
"NYLS-1119",1,1.258771325
"MDR9-0902",1,1.119482174
"USGS-0012",1,1.101611029
"MORO-1055",1,1.002684863
"MORF-0002",1,1.058965861
"MTRM-1003",1,0.94604507
"WIRF-0012",1,0.936453823
"WAR9-0901",2,0.916158189
"NER9-0905",1,0.97707908
"GAS9-0914",1,0.860681518
"IAS9-0920",1,1.239593291
"OHRO-1032",1,0.150280777
"MIS9-0928",1,0.899783109
"OKS9-0933",1,0.215268256
"KSR9-0901",2,0.111199661
"SDRO-1067",1,1.213901833
"OKR9-0912",1,0.649818538
"WIRF-0013",1,0.579420681
"USGS-0027",1,0.896418586
"ALRM-1001",1,0.425799505
"NHRM-1003",1,0.428862012
"CAS9-0914",2,0.153920378
"TXR9-0916",1,0.742870916
"MNR9-0904",1,1.002674397
"NDS9-0943",2,1.398530692
"NES9-0925",1,1.029041125
"MTR9-0912",1,0.87593385
"ILSS-1125",1,0.753998383
"KSRS-1280",1,1.083866994
"WYR9-0913",1,0.44253659
"IAS9-0918",1,0.820274919
"INS9-0920",1,0.543500612
"LAS9-0950",1,0.37925422
"LASS-1051",1,1.013166663
"MILS-1057",1,1.315792497
"NYS9-0926",1,1.124623796
"OHR9-0904",1,1.125589831
"SDLS-1113",1,1.202672977
"OHS9-0918",1,0.990887579
"NVR9-0910",2,0.379670809
"ARS9-0944",1,0.671127873
"MTR9-0905",1,1.038202743
"WASS-1133",1,0.978632678
"WYR9-0904",1,0.864059645
"USGS-0002",1,0.784279391
"CTS9-0921",2,0.863688534
"ILS9-0920",1,0.751224103
"TXLS-1119",1,0.990410417
"KSRS-1312",1,0.865629374
"OHR9-0908",1,0.702124518
"USGS-0014",1,1.025022236
"MISS-1135",1,1.135917458
"NERO-1039",1,0.839816797
"MNR9-0905",1,0.958563591
"MNR9-0911",1,1.014904907
"OHRM-1004",1,0.972723237
"NYSS-1245",1,0.876706862
"NHS9-0912",2,0.571635555
"MIS9-0936",1,1.13555019
"WYS9-0934",1,1.036887262
"MORF-0011",1,0.69115568
"LAS9-0946",1,0.717729733
"OHLS-1070",1,0.794190437
"ALRM-1002",1,0.33669133
"USGS-0001",1,1.082699358
"MORF-0012",1,1.097538553
"ALRF-0004",1,0.49443401
"CAS9-0925",1,0.112035689
"CAS9-0928",1,0.877413143
"ILS9-0921",1,0.702867258
"KYRO-1031",1,0.483634585
"MTRM-1009",1,0.583762264
"NYLS-1122",1,1.09695291
"USGS-0003",1,0.932752266
"USGS-0028",1,0.752060551
"USGS-0029",1,0.401569352
"WILS-1089",1,0.516147153
"WYRF-0002",1,1.046774058
"WIS9-0935",1,0.805320121
"USGS-0013",1,0.970841029
"NVRM-1007",1,1.210111499
"MTR9-0916",1,0.306836344
"NYS9-0924",1,0.519246206
"NDR9-0905",1,0.952551918
"NCSS-1083",1,0.420882398
"VTRS-1012",1,1.190209353
"VTS9-0911",1,1.106459878
"RILS-1022",1,0.762404733
"KSRS-1258",1,0.870162348
"OKRO-1087",1,0.67539101
"UTS9-0930",1,0.394940062
"WYR9-0907",1,0.958959225
"NYS9-0923",1,0.389575008
"KYRO-1029",1,0.404087973
"MIS9-0933",1,1.184755905
"ALR9-0901",1,0.495229541
"PAR9-0902",1,0.954436746
"MTR9-0908",1,0.419433095
"NDRO-1020",1,1.220662323
"GAS9-0925",1,0.391083332
"NHRO-1031",1,0.430381118
"USGS-0023",1,0.312049174
"USGS-0024",1,0.482997161
"INRO-1027",1,0.923715837
"UTRF-0003",1,1.057404394
"MOS9-0939",1,0.99129923
"ILLS-1067",1,0.760269956
"KYLS-1055",1,0.40675056
"VTRS-1008",1,0.935124852
"OKR9-0907",1,1.245475107
"TXS9-0929",1,0.655705099
"OKLS-1176",1,1.4419436
"NYS9-0932",1,0.281554368
"CORF-0001",1,1.090385593
"KSRS-1306",1,0.832790712
"MISS-1132",1,0.556100364
"WYS9-0930",1,1.048344887
"MNS9-0927",1,1.101592393
"MNLS-1105",1,0.895211619
"NHR9-0904",1,0.440364484
"USGS-0010",1,1.106355883
"CTS9-0916",1,0.968667682
"VTRF-0003",1,1.165361191
"UTS9-0927",1,0.35999973
"MTLS-1131",1,0.58172319
"ILLS-1069",1,0.859028742
"IDR9-0901",2,0.594660598
"NERF-0005",1,0.505490416
"NES9-0926",1,0.583303909
"USGS-0018",1,0.974829744
"USGS-0017",1,0.910165726
"TXRO-1080",1,1.311433732
"INS9-0918",2,0.466114487
"NYS9-0934",1,0.693900182
"MOLS-1088",1,0.823966246
"OHRF-0003",1,0.875208778
"NJSS-1077",1,0.979450719
"WYRO-1032",1,0.997160693
"IDRO-1039",1,0.843981875
"MNR9-0914",1,0.827073068
"MNRO-1055",1,0.832837164
"NVLS-1067",1,0.887627358
"SDS9-0942",1,1.094851423
"ILSS-1130",1,0.496022439
"KYR9-0905",1,0.496749479
"MOS9-0937",1,0.872095805
"MTS9-0928",1,1.121757008
"PARM-1004",1,0.731499611
"PARM-1008",1,1.101224798
"MNRF-0008",1,0.847230711
"WYRO-1036",1,0.763152575
"KYS9-0925",1,0.237833461
"KYRF-0002",1,1.006024917
"IDRO-1031",1,0.748917107
"UTLS-1058",1,0.426480476
"TXR9-0914",1,1.159684434
"NYLS-1121",1,1.043601758
"NCR9-0905",1,0.966771238
"NCLS-1038",1,1.120621006
"KYS9-0920",1,0.469727018
"WYS9-0935",1,0.808929965
"IDRM-1023",1,0.905649674
"IDRO-1029",1,0.511119323
"NELS-1073",1,0.294790203
"NCRF-0004",1,0.607829173
"ORLS-1093",1,1.198234577
"NYR9-0910",1,0.437840043
"KYRF-0001",1,0.662820302
"OKS9-0937",1,1.019927331
"ARR9-0908",1,0.86046761
"OKRO-1086",1,0.911090589
"IDRO-1036",1,0.4486984
"DER9-0903",2,1.09025262
"CAS9-0918",1,1.224753144
"KYSS-1077",1,0.108843197
"NYS9-0931",1,0.931164682
"NCR9-0901",1,0.156297331
"ILR9-0902",2,0.480490864
"ARLS-1046",1,1.325618406
"TXS9-0934",1,1.157829964
"OKRM-1004",1,0.906385141
"OKLS-1182",1,0.423140798
"MNR9-0918",1,0.473031707
"MNRM-1011",1,0.415983113
"MILS-1058",1,1.09973605
"SDS9-0939",1,0.683707785
"VTRS-1002",1,0.912922243
"DERO-1005",1,0.761691627
"ORLS-1097",1,1.185280484
"NYRO-1058",1,0.582731338
"WIS9-0927",2,0.770757736
"WILS-1090",1,0.575249114
"KYS9-0923",1,0.397628433
"MISS-1134",1,0.814597745
"ARS9-0944",2,0.8202674
"USGS-0022",1,0.73845924
"NES9-0921",2,1.087186618
"VARF-0005",1,0.712198468
"USGS-0007",1,0.576568799
"USGS-0006",1,0.548847797
"USGS-0008",1,0.854150848
"USGS-0025",1,1.040990098
"USGS-0005",1,1.096452985
"MTRO-1062",1,1.046342553
"TXRM-1010",1,1.175261284
"MNLS-1094",1,0.434355535
"NYSS-1238",1,0.384078524
"VTRS-1003",1,1.228372059
"WASS-1145",1,1.341944279
"ILRF-0002",1,0.676842063
"KYLS-1054",1,0.283447885
"CAS9-0927",1,0.864245147
"CAS9-0916",2,0.88608671
"MNR9-0910",1,1.130935229
"ORS9-0932",2,1.114078795
"NHSS-1068",1,1.028280402
"KYLS-1053",1,0.611481722
"NYRO-1057",1,1.04584751
"KYSS-1078",1,0.221799114
"DESS-1090",1,1.063186795
"NYSS-1237",1,0.741155831
"PARM-1006",1,1.040425533
"KYS9-0926",1,0.336926843
"OHR9-0905",1,0.155087223
"MTS9-0923",2,1.157026972
"MILS-1060",1,1.375770234
"OKS9-0932",2,0.926525806
"KSS9-0938",1,0.753418587
"IAS9-0918",2,0.410137459
"SDS9-0937",1,0.88806684
"MIS9-0937",1,1.291647521
"OHR9-0902",1,0.538037651
"NYLS-1118",1,1.013626846
"MORF-0007",1,0.664613656
"MTS9-0944",1,1.273379567
"MNLS-1097",1,0.832650435
"MNS9-0927",2,1.514689541
"KSRS-1338",1,0.814290062
"OKRM-1001",1,1.032898511
"ORS9-0933",1,1.173327557
"SDSS-1186",1,0.477684655
"TXRO-1074",1,0.843212082
"WILS-1087",1,0.755631378
"WIS9-0924",1,0.151865097
"NHSS-1067",1,0.863895441
"MORF-0003",1,0.999457716
"DES9-0908",1,1.274385232
"NYR9-0915",1,0.232816075
"WYS9-0932",1,0.640988491
"WYRO-1038",1,0.711666006
"WAS9-0915",1,0.907445307
"PAR9-0903",1,0.728827087
"OKRF-0001",1,0.873184571
"MIS9-0932",1,0.676518723
"OHR9-0903",1,0.919061361
"IDRM-1013",1,1.064586675
"ORSS-1168",1,1.008910332
"KSS9-0936",1,1.400142614
"MTS9-0946",1,1.475933729
"WILS-1088",1,0.962667269
"TXLS-1123",1,1.171722192
"SDR9-0904",1,0.832228478
"CTS9-0916",2,0.922540649
"ARS9-0949",1,0.976187198
"ARS9-0950",1,0.281620437
"MORF-0008",1,1.483233145
"MTSS-1292",1,1.562832508
"PARO-1050",1,1.102832045
"IDR9-0913",1,0.889881679
"NYS9-0927",1,0.604110204
"ORSS-1173",1,0.899703333
"MISS-1137",1,1.239689807
"KYR9-0905",2,0.33116632
"CAS9-0919",1,0.75004356
"CAS9-0924",1,0.947680771
"WISS-1166",1,0.146498375
"MNR9-0903",1,0.865630047
"NYSS-1253",1,0.62357747
"WAS9-0925",1,0.817328336
"KYS9-0925",2,0.713500384
"MTSS-1265",1,0.891948344
"UTR9-0901",2,0.553646895
"UTRM-1009",1,0.706280141
"NCSS-1081",1,0.821741101
"KYS9-0921",1,1.177197516
"NYS9-0923",2,0.194787504
"WYSS-1197",1,0.0787
"NYS9-0924",2,0.623095447
"WYS9-0927",1,1.198106483
"WYLS-1091",1,1.158204149
"PAS9-0917",1,0.368278859
"ORR9-0912",2,0.318610726
"PARO-1052",1,0.315718211
"KSRS-1301",1,0.981506578
"KYRO-1032",1,0.108737396
"WIS9-0926",1,0.390906359
"IDRO-1050",1,1.104058544
"CAR9-0903",1,0.708903551
"PAR9-0905",1,0.985837726
"VAR9-0911",1,0.928099738
"WYLS-1087",1,1.119869892
"WYLS-1094",1,0.856768793
"ARR9-0909",1,0.851295366
"MTS9-0931",1,1.132121822
"TXR9-0917",1,0.674138233
"PAR9-0908",1,1.202348625
"CAS9-0917",1,0.839751828
"SDR9-0907",1,0.779844645
"IDR9-0904",1,1.048370212
"IDRM-1009",1,0.832673177
"IDRM-1021",1,1.046649102
"IDRM-1024",1,0.518382229
"IDRM-1002",1,0.843018124
"PAR9-0902",2,0.513927479
"NHR9-0902",2,0.706944571
"KSRS-1317",1,1.343499749
"KSRS-1313",1,0.94856992
"GAS9-0914",2,0.645511139
"GAS9-0925",2,0.703949998
"KYR9-0907",1,1.289172643
"MNRO-1051",1,1.139547932
"MIS9-0935",1,1.111335216
"CTSS-1079",1,0.832021435
"ARLS-1048",1,0.722696389
"TXR9-0910",1,1.187607276
"VAR9-0906",1,0.973805143
"WIS9-0933",1,0.477245904
"MTLS-1133",1,1.288123929
"WYSS-1201",1,1.113169595
"SDRM-1001",1,0.888515741
"DERO-1002",1,0.981353226
"ARRO-1022",1,0.431907454
"MTSS-1262",1,1.299359109
"WASS-1136",1,1.204580851
"MIS9-0925",1,1.062626469
"KYLS-1056",1,0.855622907
"TXR9-0909",1,0.92417416
"PAR9-0911",1,0.612700933
"ORR9-0902",1,0.870963482
"MNRM-1007",1,0.971804198
"ARS9-0945",1,0.800457354
"ARRM-1003",1,1.052700244
"MNLS-1091",1,1.188012776
"NYSS-1251",1,0.663626132
"USGS-0011",1,0.732954599
"NYR9-0902",1,1.18747269
"NYSS-1252",1,0.582341854
"VARS11-131",1,0.813715432
"NYR9-0909",1,0.672301819
"ORRO-1060",1,0.305262354
"PALS-1087",1,1.044835274
"KSRS-1343",1,0.862315233
"KSRS-1278",1,1.078670386
"CTSS-1080",1,0.814177018
